Indicator,Indicator_Measure,Geography,Geo_Label,GEO_Code,Age_Groups,Sex,SDOH,SDOH_Cat,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Grey Bruce HU,3533,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,6092,14924,40.8,5.1168,30.8,50.9,12.5,37.5,5.360735289,27,48,14.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Grey Bruce HU,3533,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,17444,44886,38.9,3.5728,31.9,45.9,9.2,39.3,4.009651162,31.4,47.2,10.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Haldimand-Norfolk HU,3534,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,2921,9892,29.5,5.1602,19.4,39.7,17.5,31.7,6.246791594,19.4,43.9,19.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Haldimand-Norfolk HU,3534,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,10703,32593,32.8,2.5042,27.9,37.8,7.6,32.3,3.30476161,25.8,38.8,10.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,"Haliburton, Kawartha, Pine Ridge District HU",3535,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,5220,16733,31.2,4.6517,22.1,40.3,14.9,29,8.294220482,12.7,45.2,28.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,"Haliburton, Kawartha, Pine Ridge District HU",3535,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,19629,57593,34.1,3.0070,28.2,40,8.8,35.4,3.589888751,28.3,42.4,10.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Halton Regional HU,3536,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,11798,47124,25,4.2115,16.8,33.3,16.8,26.2,4.46405604,17.4,34.9,17
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Halton Regional HU,3536,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,44816,159464,28.1,2.2023,23.8,32.4,7.8,28,2.356360294,23.4,32.6,8.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,City of Hamilton HU,3537,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,22169,84671,26.2,2.7539,20.8,31.6,10.5,26.3,3.339843108,19.8,32.9,12.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,City of Hamilton HU,3537,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,34137,120501,28.3,3.5572,21.3,35.3,12.6,28.7,3.044805069,22.7,34.6,10.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Hastings and Prince Edward Counties HU,3538,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,6210,20482,30.3,4.5710,21.3,39.3,15.1,30.6,5.065395951,20.7,40.5,16.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Hastings and Prince Edward Counties HU,3538,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,14012,39096,35.8,4.2016,27.6,44.1,11.7,32.9,3.959668667,25.2,40.7,12
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Huron County HU,3539,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,1731,5206,33.2,4.5985,24.2,42.3,13.8,31.5,5.99129842,19.8,43.3,19
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Huron County HU,3539,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,5528,15914,34.7,3.3061,28.2,41.2,9.5,33.6,3.19943245,27.3,39.9,9.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Chatham-Kent HU,3540,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,6693,13359,50.1,4.9270,40.4,59.8,9.8,53.9,4.655808135,44.7,63,8.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Chatham-Kent HU,3540,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,10207,25353,40.3,4.5142,31.4,49.1,11.2,40.4,4.149922995,32.3,48.6,10.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,"Kingston, Frontenac and Lennox and Addington HU",3541,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,5451,19656,27.7,4.7027,18.5,37,17,28,4.845276687,18.5,37.5,17.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,"Kingston, Frontenac and Lennox and Addington HU",3541,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,18871,54650,34.5,3.0488,28.5,40.5,8.8,33.9,3.355995899,27.3,40.5,9.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Lambton HU,3542,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,4374,14745,29.7,4.9956,19.9,39.5,16.8,31.8,5.097206811,21.8,41.8,16
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Lambton HU,3542,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,9822,32150,30.5,2.6514,25.3,35.8,8.7,28,3.367675311,21.4,34.6,12
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,"Leeds, Grenville and Lanark District HU",3543,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,6069,14146,42.9,8.7707,25.7,60.1,20.4,43,9.413611072,24.6,61.5,21.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,"Leeds, Grenville and Lanark District HU",3543,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,15370,49566,31,2.6269,25.9,36.2,8.5,29.6,2.826005428,24,35.1,9.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Middlesex-London HU,3544,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,18773,56489,33.2,4.2569,24.9,41.6,12.8,37.3,4.849945643,27.8,46.8,13
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Middlesex-London HU,3544,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,30967,113308,27.3,2.9166,21.6,33.1,10.7,26.9,2.929827393,21.2,32.7,10.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Niagara Regional Area HU,3546,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,14571,49632,29.4,3.4189,22.6,36.1,11.6,27.3,4.338592146,18.8,35.8,15.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Niagara Regional Area HU,3546,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,32185,118868,27.1,2.6420,21.9,32.3,9.8,26.2,2.685843789,20.9,31.5,10.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,North Bay Parry Sound District HU,3547,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,4137,13091,31.6,4.0761,23.6,39.6,12.9,32.6,5.366436485,22,43.1,16.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,North Bay Parry Sound District HU,3547,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,11316,35225,32.1,3.6034,25.1,39.2,11.2,31.4,3.773536842,24,38.8,12
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Northwestern HU,3549,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,1512,5202,29.1,5.6352,18,40.1,19.4,27,6.758996426,13.7,40.2,25
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Northwestern HU,3549,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,7212,19274,37.4,4.5347,28.5,46.3,12.1,37.8,4.469366483,29,46.5,11.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,City of Ottawa HU,3551,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,23157,99223,23.3,2.8866,17.7,29,12.4,23.1,2.834329774,17.6,28.7,12.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,City of Ottawa HU,3551,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,57486,258809,22.2,1.7583,18.8,25.7,7.9,21.5,2.084253094,17.5,25.6,9.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Oxford County HU,3552,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,4027,10534,38.2,5.1118,28.2,48.3,13.4,40.2,6.063900074,28.3,52.1,15.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Oxford County HU,3552,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,12773,30879,41.4,3.4637,34.6,48.2,8.4,39.8,3.151705934,33.6,46,7.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Peel Regional HU,3553,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,53945,240446,22.4,2.3326,17.9,27,10.4,23.3,2.439079881,18.5,28.1,10.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Peel Regional HU,3553,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,68174,285170,23.9,2.2102,19.6,28.2,9.2,24,2.104170285,19.9,28.1,8.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Perth District HU,3554,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,2515,8260,30.4,4.7782,21.1,39.8,15.7,23.4,4.552766657,14.5,32.3,19.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Perth District HU,3554,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,7633,20623,37,3.9135,29.3,44.7,10.6,34.8,3.552099279,27.8,41.7,10.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Peterborough County-City HU,3555,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,6923,17322,40,6.9673,26.3,53.6,17.4,41.5,5.170499554,31.4,51.7,12.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Peterborough County-City HU,3555,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,11791,35118,33.6,3.4577,26.8,40.4,10.3,35.6,3.825799298,28.1,43.1,10.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Porcupine HU,3556,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,4271,10602,40.3,5.1415,30.2,50.4,12.8,41.8,5.683520634,30.7,52.9,13.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Porcupine HU,3556,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,8505,20213,42.1,4.3353,33.6,50.6,10.3,41.9,3.771887213,34.5,49.3,9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Renfrew County and District HU,3557,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,3648,9274,39.3,5.6166,28.3,50.4,14.3,38.7,8.032139183,22.9,54.4,20.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Renfrew County and District HU,3557,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,9927,27179,36.5,2.7646,31.1,41.9,7.6,35.7,3.834158612,28.2,43.3,10.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Eastern Ontario HU,3558,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,6551,24375,26.9,3.9975,19,34.7,14.9,29.3,5.014996656,19.5,39.1,17.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Eastern Ontario HU,3558,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,16812,50345,33.4,3.2198,27.1,39.7,9.6,31.6,3.582565716,24.5,38.6,11.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Simcoe Muskoka District HU,3560,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,16601,61268,27.1,4.3289,18.6,35.6,16,23.8,4.098733925,15.8,31.9,17.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Simcoe Muskoka District HU,3560,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,49607,150447,33,2.6327,27.8,38.1,8,32.1,2.434534781,27.3,36.8,7.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Sudbury and District HU,3561,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,8962,23574,38,4.2760,29.6,46.4,11.2,36.9,4.539719154,28,45.8,12.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Sudbury and District HU,3561,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,15101,48022,31.4,3.2603,25,37.8,10.4,30.7,3.323086554,24.2,37.2,10.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Thunder Bay District HU,3562,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,4797,15566,30.8,3.3406,24.3,37.4,10.8,32.3,5.373647911,21.8,42.8,16.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Thunder Bay District HU,3562,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,13577,38788,35,2.9750,29.2,40.8,8.5,33.9,3.007458295,28,39.8,8.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Timiskaming HU,3563,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,1583,4871,32.5,4.4608,23.7,41.2,13.7,36.6,5.728238833,25.4,47.8,15.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Timiskaming HU,3563,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,2831,6716,42.2,4.6134,33.1,51.2,10.9,41,5.424588391,30.4,51.7,13.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Waterloo HU,3565,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,18137,66728,27.2,3.5960,20.1,34.2,13.2,28.8,4.031611323,20.9,36.7,14
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Waterloo HU,3565,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,37113,139518,26.6,2.6880,21.3,31.9,10.1,26.7,2.447136923,21.9,31.5,9.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Wellington-Dufferin-Guelph HU,3566,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,8516,27790,30.6,4.3540,22.1,39.2,14.2,32.7,5.084253191,22.7,42.7,15.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Wellington-Dufferin-Guelph HU,3566,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,23856,79687,29.9,2.7883,24.5,35.4,9.3,29.8,2.72383623,24.5,35.2,9.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Windsor-Essex County HU,3568,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,17334,50104,34.6,3.9126,26.9,42.3,11.3,36.4,4.336398347,28,44.9,11.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Windsor-Essex County HU,3568,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,39829,101986,39.1,2.8095,33.5,44.6,7.2,38.9,3.04397857,32.9,44.9,7.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,York Regional HU,3570,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,30382,152572,19.9,2.8490,14.3,25.5,14.3,21.4,3.288946457,15,27.9,15.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,York Regional HU,3570,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,61722,272292,22.7,2.0826,18.6,26.8,9.2,23,2.179772394,18.8,27.3,9.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,City of Toronto HU,3595,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,100973,519895,19.4,1.5205,16.4,22.4,7.8,20.2,1.777982215,16.7,23.7,8.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,City of Toronto HU,3595,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,124284,558918,22.2,1.9490,18.4,26.1,8.8,22.7,2.1138529,18.6,26.9,9.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Winnipeg RHA,4601,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,27031,120899,22.4,2.0344,18.4,26.4,9.1,22.9,2.063025634,18.8,26.9,9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Winnipeg RHA,4601,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,48626,157795,30.8,2.2518,26.4,35.2,7.3,30.5,2.170897219,26.3,34.8,7.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Prairie Mountain Health,4602,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,6252,15624,40,4.8108,30.6,49.5,12,41,4.612113802,31.9,50,11.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Prairie Mountain Health,4602,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,17029,40545,42,2.9720,36.2,47.8,7.1,41.5,2.722774668,36.2,46.9,6.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Interlake-Eastern Regional Health,4603,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,4447,10430,42.6,5.8085,31.2,54,13.6,44.2,6.158342237,32.1,56.3,13.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Interlake-Eastern Regional Health,4603,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,13224,33128,39.9,2.6427,34.7,45.1,6.6,40.5,2.823592476,35,46,7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Northern RHA,4604,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,798,2430,32.8,5.5566,21.9,43.8,16.9,33.8,6.063429783,21.9,45.7,17.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Northern RHA,4604,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,3879,8579,45.2,3.1812,39,51.5,7,44.9,3.05440683,38.9,50.9,6.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Southern Health,4605,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,6510,17290,37.7,4.0659,29.7,45.6,10.8,38.2,4.030846693,30.3,46.1,10.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Southern Health,4605,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,17809,47732,37.3,2.4181,32.6,42.1,6.5,37.6,2.635902919,32.4,42.7,7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Sun Country RHA,4701,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,1494,4481,33.3,8.3333,17,49.7,25,29.7,6.345044143,17.3,42.2,21.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Sun Country RHA,4701,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,7724,17789,43.4,3.9083,35.8,51.1,9,42.9,3.377789091,36.3,49.5,7.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Five Hills RHA,4702,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,2070,5539,37.4,7.0233,23.6,51.2,18.8,42.2,6.827018262,28.8,55.6,16.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Five Hills RHA,4702,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,3863,15277,25.3,3.4467,18.5,32,13.6,28,3.501695243,21.1,34.8,12.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Cypress RHA,4703,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,1695,3909,43.4,5.2131,33.1,53.6,12,40.9,8.894833132,23.5,58.4,21.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Cypress RHA,4703,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,4039,11226,36,4.1545,27.8,44.1,11.5,32.3,3.887545596,24.7,39.9,12
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Regina Qu'Appelle RHA,4704,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,7478,19554,38.2,4.8405,28.7,47.7,12.7,37.9,5.350209259,27.4,48.4,14.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Regina Qu'Appelle RHA,4704,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,31866,88584,36,2.8136,30.5,41.5,7.8,35.9,2.899917948,30.3,41.6,8.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Sunrise RHA,4705,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,2829,5877,48.1,5.9605,36.4,59.8,12.4,41.4,7.508136233,26.7,56.1,18.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Sunrise RHA,4705,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,5850,14559,40.2,5.0115,30.3,50,12.5,41.9,4.550380879,32.9,50.8,10.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Saskatoon RHA,4706,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,9156,34040,26.9,4.6558,17.8,36,17.3,28.8,5.269417961,18.5,39.2,18.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Saskatoon RHA,4706,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,33317,102049,32.6,2.3348,28.1,37.2,7.2,32.5,2.540730599,27.5,37.5,7.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Heartland RHA,4707,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,1225,4272,28.7,5.0565,18.7,38.6,17.6,31.4,9.940968165,12,50.9,31.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Heartland RHA,4707,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,5287,12122,43.6,3.6825,36.4,50.8,8.4,39.2,4.193880933,31,47.4,10.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Kelsey Trail RHA,4708,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,1026,2610,39.3,10.1424,19.4,59.2,25.8,45.6,9.098081628,27.7,63.4,20
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Kelsey Trail RHA,4708,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,4041,10369,39,6.4433,26.3,51.6,16.5,35.3,5.733420756,24,46.5,16.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Prince Albert Parkland RHA,4709,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,2515,6698,37.5,7.6048,22.6,52.5,20.3,38.9,8.11832705,23,54.8,20.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Prince Albert Parkland RHA,4709,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,7343,17728,41.4,3.1706,35.2,47.6,7.7,42.1,5.179870152,31.9,52.2,12.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Prairie North RHA,4710,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,2184,5744,38,6.9119,24.5,51.6,18.2,39.2,8.577394544,22.4,56,21.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Prairie North RHA,4710,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,6539,17701,36.9,3.9252,29.2,44.6,10.6,36.8,4.071250087,28.9,44.8,11.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Mamawetan/Keewatin/Athabasca,4714,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,792,1720,46.1,12.7519,21,71.1,27.7,38.9,9.892098484,19.5,58.2,25.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Mamawetan/Keewatin/Athabasca,4714,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,1211,3438,35.2,6.8273,21.8,48.6,19.4,36.9,5.668222304,25.8,48,15.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,South Zone,4831,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,9278,31632,29.3,2.7742,23.9,34.8,9.5,27.7,2.757844831,22.3,33.1,10
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,South Zone,4831,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,25342,76914,32.9,1.9279,29.2,36.7,5.9,33.4,1.921117797,29.6,37.2,5.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Calgary Zone,4832,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,50253,179463,28,2.2495,23.6,32.4,8,29.3,2.352530453,24.7,33.9,8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Calgary Zone,4832,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,111741,444850,25.1,1.4733,22.2,28,5.9,25.4,1.474244256,22.5,28.3,5.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Central Zone,4833,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,11168,37833,29.5,2.9689,23.7,35.3,10.1,29.9,3.241117581,23.5,36.2,10.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Central Zone,4833,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,51197,135857,37.7,1.9998,33.8,41.6,5.3,37.2,1.764109726,33.8,40.7,4.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Edmonton Zone,4834,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,39106,151165,25.9,2.2304,21.5,30.2,8.6,25.8,2.253210081,21.4,30.3,8.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Edmonton Zone,4834,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,121653,383759,31.7,1.7547,28.3,35.1,5.5,32.1,1.591069697,29,35.2,5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,North Zone,4835,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,9378,25053,37.4,3.8744,29.8,45,10.3,39.9,4.028756044,32,47.8,10.1
