Indicator,Indicator_Measure,Geography,Geo_Label,GEO_Code,Age_Groups,Sex,SDOH,SDOH_Cat,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 3 (Fredericton area),1303,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,32520,41796,77.8,3.0000,71.9,83.7,3.9,75.7,3.136244434,69.6,81.9,4.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 4 (Edmundston area),1304,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,4189,5698,73.5,5.6615,62.4,84.6,7.7,66.1,5.973573448,54.4,77.8,9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 4 (Edmundston area),1304,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,9553,10982,87,3.1415,80.8,93.2,3.6,86.2,3.684566026,79,93.5,4.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 5 (Campbellton area),1305,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,2387,3504,68.1,10.3315,47.8,88.4,15.2,59.8,7.823327074,44.4,75.1,13.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 5 (Campbellton area),1305,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,4120,5476,75.2,5.8361,63.8,86.7,7.8,75.5,6.861112828,62,88.9,9.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 6 (Bathurst area),1306,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,5801,8854,65.5,4.8312,56,75,7.4,59.3,6.586294584,46.4,72.2,11.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 6 (Bathurst area),1306,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,13643,18927,72.1,4.3891,63.5,80.7,6.1,67.7,4.123942006,59.6,75.8,6.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 7 (Miramichi area),1307,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,3154,4834,65.2,6.3711,52.7,77.7,9.8,71.7,7.429761884,57.1,86.3,10.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 7 (Miramichi area),1307,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,8365,9890,84.6,3.9952,76.7,92.4,4.7,84.4,3.563045625,77.4,91.4,4.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Bas-Saint-Laurent,2401,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,21096,28884,73,3.0062,67.1,78.9,4.1,71.5,3.807606972,64,79,5.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Bas-Saint-Laurent,2401,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,32607,48861,66.7,2.9794,60.9,72.6,4.5,66,3.198728583,59.7,72.3,4.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Saguenay - Lac-Saint-Jean,2402,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,21745,34006,63.9,2.6617,58.7,69.2,4.2,61.8,3.102943073,55.7,67.9,5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Saguenay - Lac-Saint-Jean,2402,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,52626,72972,72.1,1.9388,68.3,75.9,2.7,70.7,1.808447809,67.2,74.2,2.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Capitale-Nationale,2403,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,69256,108576,63.8,2.5632,58.8,68.8,4,64,2.900425783,58.3,69.6,4.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Capitale-Nationale,2403,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,123850,180451,68.6,2.0098,64.7,72.6,2.9,67.5,2.052232148,63.5,71.6,3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Mauricie et du Centre-du-Qu‚bec,2404,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,59637,82058,72.7,2.4020,68,77.4,3.3,72.1,2.942923531,66.3,77.8,4.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Mauricie et du Centre-du-Qu‚bec,2404,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,81719,117998,69.3,1.9314,65.5,73,2.8,68.2,2.096167761,64.1,72.3,3.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,L'Estrie,2405,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,43911,65072,67.5,3.1681,61.3,73.7,4.7,64.8,3.288625583,58.4,71.3,5.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,L'Estrie,2405,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,88115,122174,72.1,2.3127,67.6,76.7,3.2,70.6,2.139801155,66.4,74.8,3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,R‚gion de Montr‚al,2406,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,247586,404547,61.2,1.9458,57.4,65,3.2,61.8,1.842280134,58.2,65.4,3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,R‚gion de Montr‚al,2406,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,230314,372985,61.7,1.9237,58,65.5,3.1,61.4,1.927810198,57.7,65.2,3.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,L'Outaouais,2407,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,29344,44936,65.3,3.1595,59.1,71.5,4.8,65.1,3.184933318,58.8,71.3,4.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,L'Outaouais,2407,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,77281,103092,75,2.1216,70.8,79.1,2.8,74.3,2.154197997,70.1,78.5,2.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,L'Abitibi-T‚miscamingue,2408,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,11825,17055,69.3,3.2302,63,75.7,4.7,68.7,3.687515109,61.5,76,5.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,L'Abitibi-T‚miscamingue,2408,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,32355,39818,81.3,2.0858,77.2,85.3,2.6,80.3,2.004627749,76.3,84.2,2.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,C“te-Nord,2409,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,6309,9080,69.5,3.7961,62,76.9,5.5,70.3,3.994772489,62.4,78.1,5.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,C“te-Nord,2409,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,17968,23199,77.5,2.0729,73.4,81.5,2.7,75.8,2.353475371,71.2,80.4,3.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Nord-du-Qu‚bec,2410,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,909,1395,65.2,6.8300,51.8,78.6,10.5,54,6.799576312,40.7,67.4,12.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Nord-du-Qu‚bec,2410,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,3369,4415,76.3,3.9476,68.6,84.1,5.2,73.8,3.703495788,66.5,81,5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Gasp‚sie - ×les-de-la-Madeleine,2411,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,8177,11892,68.8,3.3848,62.1,75.4,4.9,68.3,3.789656267,60.9,75.7,5.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Gasp‚sie - ×les-de-la-Madeleine,2411,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,18163,23784,76.4,2.7487,71,81.8,3.6,73,2.83079246,67.4,78.5,3.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,ChaudiŠre-Appalaches,2412,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,36747,60445,60.8,3.4143,54.1,67.5,5.6,59.7,3.519717197,52.8,66.6,5.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,ChaudiŠre-Appalaches,2412,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,76751,107250,71.6,2.4369,66.8,76.3,3.4,70,1.939472648,66.2,73.8,2.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,R‚gion de Laval,2413,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,47653,73919,64.5,2.6942,59.2,69.8,4.2,65.3,2.699848652,60,70.6,4.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,R‚gion de Laval,2413,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,59013,83581,70.6,2.3601,66,75.2,3.3,69.1,2.254291933,64.7,73.5,3.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,R‚gion de LanaudiŠre,2414,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,48620,66203,73.4,2.5939,68.3,78.5,3.5,73.6,2.738289913,68.2,79,3.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,R‚gion de LanaudiŠre,2414,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,94150,127647,73.8,1.9413,69.9,77.6,2.6,72.9,2.067730689,68.9,77,2.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,R‚gion des Laurentides,2415,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,47962,74852,64.1,2.9167,58.4,69.8,4.6,64.1,3.21836796,57.8,70.4,5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,R‚gion des Laurentides,2415,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,113775,155765,73,1.9238,69.3,76.8,2.6,71.3,1.970677908,67.4,75.2,2.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Mont‚r‚gie,2416,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,131713,194709,67.6,2.5345,62.7,72.6,3.7,67.7,2.414376879,63,72.5,3.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Mont‚r‚gie,2416,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,234658,333542,70.4,1.6984,67,73.7,2.4,69.5,1.717450439,66.1,72.8,2.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,The District of Algoma HU,3526,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,8816,13913,63.4,5.7958,52,74.7,9.1,62.7,6.272060765,50.5,75,10
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,The District of Algoma HU,3526,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,21294,26915,79.1,3.6237,72,86.2,4.6,76.6,3.419603374,69.9,83.3,4.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Brant County HU,3527,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,9886,15817,62.5,5.7335,51.3,73.8,9.2,63.4,5.058145899,53.4,73.3,8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Brant County HU,3527,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,21741,31003,70.1,3.1313,64,76.3,4.5,69.8,3.531668935,62.9,76.8,5.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Durham Regional HU,3530,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,43639,67603,64.6,5.0456,54.7,74.5,7.8,65.4,4.627971579,56.3,74.4,7.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Durham Regional HU,3530,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,128732,175447,73.4,2.7959,67.9,78.9,3.8,73.1,2.473253541,68.2,77.9,3.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Elgin-St Thomas HU,3531,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,6908,8944,77.2,4.7045,68,86.5,6.1,77.1,4.511153899,68.3,85.9,5.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Elgin-St Thomas HU,3531,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,16292,23158,70.4,3.4073,63.7,77,4.8,69.5,3.958947255,61.7,77.2,5.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Grey Bruce HU,3533,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,10851,14924,72.7,4.2288,64.4,81,5.8,71.4,4.646983811,62.2,80.5,6.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Grey Bruce HU,3533,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,35093,44886,78.2,2.6600,73,83.4,3.4,77,2.87467711,71.3,82.6,3.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Haldimand-Norfolk HU,3534,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,6452,9892,65.2,4.9134,55.6,74.9,7.5,65.2,5.758454088,53.9,76.5,8.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Haldimand-Norfolk HU,3534,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,24166,32593,74.1,2.4719,69.3,79,3.3,73.8,3.290053382,67.4,80.3,4.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,"Haliburton, Kawartha, Pine Ridge District HU",3535,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,12244,16733,73.2,5.8940,61.6,84.7,8.1,69.6,8.383504628,53.1,86,12
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,"Haliburton, Kawartha, Pine Ridge District HU",3535,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,42241,57593,73.3,3.1655,67.1,79.6,4.3,71.3,3.618941618,64.2,78.4,5.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Halton Regional HU,3536,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,30581,47124,64.9,4.4843,56.1,73.7,6.9,63.6,4.871266038,54.1,73.2,7.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Halton Regional HU,3536,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,114995,159464,72.1,2.3983,67.4,76.8,3.3,71.8,2.38893141,67.1,76.4,3.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,City of Hamilton HU,3537,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,52738,84671,62.3,4.0538,54.3,70.2,6.5,63.9,3.766298403,56.5,71.2,5.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,City of Hamilton HU,3537,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,85101,120501,70.6,3.4746,63.8,77.4,4.9,71.8,2.982678789,65.9,77.6,4.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Hastings and Prince Edward Counties HU,3538,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,12666,20482,61.8,4.0968,53.8,69.9,6.6,60.4,4.582448842,51.4,69.4,7.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Hastings and Prince Edward Counties HU,3538,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,28080,39096,71.8,3.1149,65.7,77.9,4.3,68.6,3.439436051,61.9,75.4,5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Huron County HU,3539,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,3827,5206,73.5,5.3246,63.1,84,7.2,72.5,5.123025281,62.5,82.5,7.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Huron County HU,3539,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,11488,15914,72.2,3.4016,65.5,78.9,4.7,70,3.394850683,63.4,76.7,4.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Chatham-Kent HU,3540,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,9709,13359,72.7,4.9486,63,82.4,6.8,75.5,4.087043358,67.5,83.5,5.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Chatham-Kent HU,3540,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,20621,25353,81.3,3.0641,75.3,87.4,3.8,81.1,2.633304355,75.9,86.3,3.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,"Kingston, Frontenac and Lennox and Addington HU",3541,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,11672,19656,59.4,5.0254,49.5,69.2,8.5,61.1,4.978236575,51.3,70.8,8.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,"Kingston, Frontenac and Lennox and Addington HU",3541,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,41532,54650,76,2.8825,70.3,81.7,3.8,76.3,2.632239215,71.1,81.4,3.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Lambton HU,3542,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,8116,14745,55,5.9975,43.3,66.8,10.9,57.4,4.698805139,48.2,66.6,8.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Lambton HU,3542,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,24588,32150,76.5,3.1659,70.3,82.7,4.1,74.7,3.402053445,68,81.3,4.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,"Leeds, Grenville and Lanark District HU",3543,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,9794,14146,69.2,6.9104,55.7,82.8,10,68.6,7.106590997,54.7,82.5,10.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,"Leeds, Grenville and Lanark District HU",3543,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,38348,49566,77.4,2.3999,72.7,82.1,3.1,74.7,3.052331564,68.7,80.7,4.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Middlesex-London HU,3544,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,37682,56489,66.7,4.0466,58.8,74.6,6.1,67.6,4.204338034,59.3,75.8,6.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Middlesex-London HU,3544,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,80479,113308,71,2.6190,65.9,76.2,3.7,71,2.729237529,65.7,76.4,3.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Niagara Regional Area HU,3546,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,32636,49632,65.8,3.9340,58,73.5,6,65.1,4.161900934,56.9,73.2,6.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Niagara Regional Area HU,3546,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,85016,118868,71.5,2.6910,66.2,76.8,3.8,70.9,2.451691862,66.1,75.7,3.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,North Bay Parry Sound District HU,3547,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,9034,13091,69,5.3364,58.5,79.5,7.7,66.4,6.086367219,54.5,78.3,9.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,North Bay Parry Sound District HU,3547,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,26308,35225,74.7,3.0057,68.8,80.6,4,74.1,3.753034801,66.7,81.4,5.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Northwestern HU,3549,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,3696,5202,71,5.3047,60.6,81.5,7.5,68.6,6.35942968,56.1,81,9.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Northwestern HU,3549,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,14119,19274,73.3,3.7268,65.9,80.6,5.1,73.1,3.960032284,65.3,80.9,5.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,City of Ottawa HU,3551,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,61622,99223,62.1,3.7432,54.8,69.5,6,65.8,3.399663983,59.1,72.4,5.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,City of Ottawa HU,3551,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,189410,258809,73.2,2.1756,68.9,77.5,3,72.4,2.152931453,68.2,76.7,3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Oxford County HU,3552,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,7744,10534,73.5,3.8106,66,81,5.2,75.8,4.022100168,67.9,83.6,5.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Oxford County HU,3552,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,22390,30879,72.5,2.9842,66.7,78.4,4.1,71.2,3.188887241,65,77.5,4.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Peel Regional HU,3553,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,161460,240446,67.2,2.9068,61.4,72.9,4.3,69.1,2.705931892,63.8,74.4,3.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Peel Regional HU,3553,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,199163,285170,69.8,2.6880,64.6,75.1,3.8,69.2,2.453945976,64.3,74,3.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Perth District HU,3554,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,5128,8260,62.1,4.9631,52.3,71.8,8,57.8,5.080088284,47.8,67.7,8.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Perth District HU,3554,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,15805,20623,76.6,2.6965,71.3,81.9,3.5,74.7,2.776118672,69.3,80.2,3.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Peterborough County-City HU,3555,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,11913,17322,68.8,6.6503,55.7,81.8,9.7,70,5.401780906,59.5,80.6,7.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Peterborough County-City HU,3555,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,26215,35118,74.6,2.9908,68.8,80.5,4,72.8,3.156863247,66.6,79,4.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Porcupine HU,3556,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,7721,10602,72.8,5.8453,61.4,84.3,8,74.4,4.156239804,66.2,82.5,5.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Porcupine HU,3556,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,14368,20213,71.1,4.5199,62.2,80,6.4,71.2,4.010845266,63.3,79.1,5.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Renfrew County and District HU,3557,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,7732,9274,83.4,4.0669,75.4,91.4,4.9,82.7,5.771288154,71.4,94,7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Renfrew County and District HU,3557,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,21636,27179,79.6,2.2920,75.1,84.1,2.9,78,2.885650939,72.3,83.6,3.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Eastern Ontario HU,3558,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,17196,24375,70.5,5.4997,59.8,81.3,7.8,73.4,4.53283128,64.5,82.3,6.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Eastern Ontario HU,3558,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,38831,50345,77.1,2.8101,71.6,82.6,3.6,75.5,3.843841697,68,83,5.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Simcoe Muskoka District HU,3560,adults aged 18+ years,males,Income (household),Below Canadian average,2015-2018,35699,61268,58.3,4.8861,48.7,67.9,8.4,57.1,4.713474419,47.8,66.3,8.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Simcoe Muskoka District HU,3560,adults aged 18+ years,males,Income (household),At or above Canadian average,2015-2018,109089,150447,72.5,2.2748,68,77,3.1,71.2,2.118152151,67.1,75.4,3
