Indicator,Indicator_Measure,Geography,Geo_Label,GEO_Code,Age_Groups,Sex,SDOH,SDOH_Cat,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ALBERTA,48,adults aged 18+ years,males,Income (household),Quintile 4,2015-2018,144329,339738,42.5,1.6100,39.3,45.6,3.8,42.2,1.593854748,39.1,45.4,3.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ALBERTA,48,adults aged 18+ years,males,Income (household),Quintile 5 (highest),2015-2018,243349,543161,44.8,1.3270,42.2,47.4,3,44.9,1.262912802,42.4,47.3,2.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,BRITISH COLUMBIA,59,adults aged 18+ years,males,Income (household),Quintile 1 (lowest),2015-2018,106227,304253,34.9,1.7490,31.5,38.3,5,35.9,1.730922705,32.5,39.3,4.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,BRITISH COLUMBIA,59,adults aged 18+ years,males,Income (household),Quintile 2,2015-2018,145385,353278,41.2,1.5579,38.1,44.2,3.8,41.5,1.750537137,38.1,45,4.2
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,BRITISH COLUMBIA,59,adults aged 18+ years,males,Income (household),Quintile 3,2015-2018,144514,357899,40.4,1.5541,37.3,43.4,3.8,40.3,1.714249455,37,43.7,4.3
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,BRITISH COLUMBIA,59,adults aged 18+ years,males,Income (household),Quintile 4,2015-2018,150421,357666,42.1,1.5899,38.9,45.2,3.8,41.6,1.522051774,38.6,44.5,3.7
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,BRITISH COLUMBIA,59,adults aged 18+ years,males,Income (household),Quintile 5 (highest),2015-2018,188395,397148,47.4,1.5630,44.4,50.5,3.3,46.8,1.518055878,43.8,49.7,3.2
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,CANADA,0,adults aged 18+ years,females,Income (household),Quintile 1 (lowest),2015-2018,310571,871529,35.6,1.3246,33,38.2,3.7,36.6,1.419637316,33.9,39.4,3.9
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,CANADA,0,adults aged 18+ years,females,Income (household),Quintile 2,2015-2018,377119,962505,39.2,1.2283,36.8,41.6,3.1,39.3,1.357080281,36.7,42,3.5
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,CANADA,0,adults aged 18+ years,females,Income (household),Quintile 3,2015-2018,404245,1021931,39.6,1.1633,37.3,41.8,2.9,39.6,1.19244081,37.3,41.9,3
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,CANADA,0,adults aged 18+ years,females,Income (household),Quintile 4,2015-2018,444369,1093631,40.6,1.1453,38.4,42.9,2.8,40.3,1.098790965,38.2,42.5,2.7
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,CANADA,0,adults aged 18+ years,females,Income (household),Quintile 5 (highest),2015-2018,543800,1184114,45.9,1.1453,43.7,48.2,2.5,46,1.098541503,43.9,48.2,2.4
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,females,Income (household),Quintile 1 (lowest),2015-2018,8822,29127,30.3,3.1139,24.2,36.4,10.3,28.7,3.235726176,22.3,35,11.3
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,females,Income (household),Quintile 2,2015-2018,12488,36240,34.5,2.8407,28.9,40,8.2,32.7,3.58122958,25.7,39.7,11
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,females,Income (household),Quintile 3,2015-2018,12129,32753,37,2.7230,31.7,42.4,7.4,36.2,3.144677829,30,42.4,8.7
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,females,Income (household),Quintile 4,2015-2018,15308,41027,37.3,2.8506,31.7,42.9,7.6,37,2.699492779,31.7,42.3,7.3
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,females,Income (household),Quintile 5 (highest),2015-2018,20605,58888,35,2.6226,29.8,40.1,7.5,35.4,2.637130629,30.2,40.5,7.4
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,PRINCE EDWARD ISLAND,11,adults aged 18+ years,females,Income (household),Quintile 1 (lowest),2015-2018,2123,6295,33.7,4.0740,25.7,41.7,12.1,34.1,4.451722935,25.4,42.8,13.1
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,PRINCE EDWARD ISLAND,11,adults aged 18+ years,females,Income (household),Quintile 2,2015-2018,4205,11406,36.9,3.5474,29.9,43.8,9.6,36.9,3.884298935,29.3,44.5,10.5
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,PRINCE EDWARD ISLAND,11,adults aged 18+ years,females,Income (household),Quintile 3,2015-2018,5519,11208,49.2,3.7531,41.9,56.6,7.6,45.1,3.94776808,37.3,52.8,8.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,PRINCE EDWARD ISLAND,11,adults aged 18+ years,females,Income (household),Quintile 4,2015-2018,4665,11820,39.5,3.4368,32.7,46.2,8.7,41.3,3.619831599,34.2,48.4,8.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,PRINCE EDWARD ISLAND,11,adults aged 18+ years,females,Income (household),Quintile 5 (highest),2015-2018,7172,13972,51.3,3.6584,44.2,58.5,7.1,49.5,3.445562083,42.8,56.3,7
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NOVA SCOTIA,12,adults aged 18+ years,females,Income (household),Quintile 1 (lowest),2015-2018,18962,58202,32.6,2.5615,27.6,37.6,7.9,32.4,2.599235498,27.3,37.5,8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NOVA SCOTIA,12,adults aged 18+ years,females,Income (household),Quintile 2,2015-2018,19915,57560,34.6,2.5404,29.6,39.6,7.3,33.3,2.712966582,28,38.6,8.1
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NOVA SCOTIA,12,adults aged 18+ years,females,Income (household),Quintile 3,2015-2018,25514,66532,38.3,2.3405,33.8,42.9,6.1,37.8,2.587485425,32.7,42.9,6.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NOVA SCOTIA,12,adults aged 18+ years,females,Income (household),Quintile 4,2015-2018,31518,82810,38.1,2.1586,33.8,42.3,5.7,38.1,2.268716733,33.7,42.6,6
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NOVA SCOTIA,12,adults aged 18+ years,females,Income (household),Quintile 5 (highest),2015-2018,37818,83666,45.2,2.1644,41,49.4,4.8,42.9,2.371004062,38.3,47.6,5.5
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEW BRUNSWICK,13,adults aged 18+ years,females,Income (household),Quintile 1 (lowest),2015-2018,11928,34894,34.2,2.8991,28.5,39.9,8.5,32.6,3.093575855,26.5,38.6,9.5
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEW BRUNSWICK,13,adults aged 18+ years,females,Income (household),Quintile 2,2015-2018,18891,49506,38.2,3.0313,32.2,44.1,7.9,38.3,3.27650568,31.8,44.7,8.6
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEW BRUNSWICK,13,adults aged 18+ years,females,Income (household),Quintile 3,2015-2018,22838,61638,37.1,2.8307,31.5,42.6,7.6,37.1,2.803641332,31.6,42.6,7.6
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEW BRUNSWICK,13,adults aged 18+ years,females,Income (household),Quintile 4,2015-2018,27991,67838,41.3,2.6180,36.1,46.4,6.3,39.3,2.72791961,34,44.7,6.9
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEW BRUNSWICK,13,adults aged 18+ years,females,Income (household),Quintile 5 (highest),2015-2018,25067,60078,41.7,2.5172,36.8,46.7,6,39.5,2.676817111,34.2,44.7,6.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,QUEBEC,24,adults aged 18+ years,females,Income (household),Quintile 1 (lowest),2015-2018,230000,617759,37.2,1.2475,34.8,39.7,3.4,37,1.364627791,34.3,39.6,3.7
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,QUEBEC,24,adults aged 18+ years,females,Income (household),Quintile 2,2015-2018,272557,659871,41.3,1.3010,38.8,43.9,3.1,40.9,1.309679752,38.4,43.5,3.2
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,QUEBEC,24,adults aged 18+ years,females,Income (household),Quintile 3,2015-2018,276228,685148,40.3,1.1110,38.1,42.5,2.8,40.2,1.143536988,38,42.5,2.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,QUEBEC,24,adults aged 18+ years,females,Income (household),Quintile 4,2015-2018,298241,673836,44.3,1.2020,41.9,46.6,2.7,44.5,1.175563109,42.2,46.8,2.6
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,QUEBEC,24,adults aged 18+ years,females,Income (household),Quintile 5 (highest),2015-2018,252181,558550,45.1,1.2634,42.7,47.6,2.8,44,1.271054333,41.5,46.5,2.9
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ONTARIO,35,adults aged 18+ years,females,Income (household),Quintile 1 (lowest),2015-2018,310571,871529,35.6,1.3246,33,38.2,3.7,36.6,1.419637316,33.9,39.4,3.9
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ONTARIO,35,adults aged 18+ years,females,Income (household),Quintile 2,2015-2018,377119,962505,39.2,1.2283,36.8,41.6,3.1,39.3,1.357080281,36.7,42,3.5
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ONTARIO,35,adults aged 18+ years,females,Income (household),Quintile 3,2015-2018,404245,1021931,39.6,1.1633,37.3,41.8,2.9,39.6,1.19244081,37.3,41.9,3
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ONTARIO,35,adults aged 18+ years,females,Income (household),Quintile 4,2015-2018,444369,1093631,40.6,1.1453,38.4,42.9,2.8,40.3,1.098790965,38.2,42.5,2.7
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ONTARIO,35,adults aged 18+ years,females,Income (household),Quintile 5 (highest),2015-2018,543800,1184114,45.9,1.1453,43.7,48.2,2.5,46,1.098541503,43.9,48.2,2.4
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,MANITOBA,46,adults aged 18+ years,females,Income (household),Quintile 1 (lowest),2015-2018,26739,77084,34.7,2.4917,29.8,39.6,7.2,35.3,2.667672939,30.1,40.5,7.6
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,MANITOBA,46,adults aged 18+ years,females,Income (household),Quintile 2,2015-2018,34073,89591,38,2.6233,32.9,43.2,6.9,38.5,2.633172999,33.3,43.6,6.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,MANITOBA,46,adults aged 18+ years,females,Income (household),Quintile 3,2015-2018,38139,94458,40.4,2.4796,35.5,45.2,6.1,41.4,2.680384442,36.2,46.7,6.5
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,MANITOBA,46,adults aged 18+ years,females,Income (household),Quintile 4,2015-2018,37707,92720,40.7,2.2733,36.2,45.1,5.6,40.7,2.333345886,36.2,45.3,5.7
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,MANITOBA,46,adults aged 18+ years,females,Income (household),Quintile 5 (highest),2015-2018,43093,100602,42.8,2.2803,38.4,47.3,5.3,43,2.291755453,38.5,47.5,5.3
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,SASKATCHEWAN,47,adults aged 18+ years,females,Income (household),Quintile 1 (lowest),2015-2018,12456,41438,30.1,3.3939,23.4,36.7,11.3,30.9,3.342818032,24.4,37.5,10.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,SASKATCHEWAN,47,adults aged 18+ years,females,Income (household),Quintile 2,2015-2018,19932,53006,37.6,3.3049,31.1,44.1,8.8,37.5,3.432081447,30.8,44.2,9.2
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,SASKATCHEWAN,47,adults aged 18+ years,females,Income (household),Quintile 3,2015-2018,30456,75623,40.3,2.8007,34.8,45.8,7,39.9,2.823263736,34.4,45.5,7.1
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,SASKATCHEWAN,47,adults aged 18+ years,females,Income (household),Quintile 4,2015-2018,38013,89971,42.2,2.6813,37,47.5,6.3,41.9,2.630224385,36.8,47.1,6.3
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,SASKATCHEWAN,47,adults aged 18+ years,females,Income (household),Quintile 5 (highest),2015-2018,68538,145248,47.2,1.9452,43.4,51,4.1,46.7,2.007602698,42.7,50.6,4.3
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ALBERTA,48,adults aged 18+ years,females,Income (household),Quintile 1 (lowest),2015-2018,64007,184362,34.7,2.0263,30.7,38.7,5.8,36,2.092188254,31.9,40.1,5.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ALBERTA,48,adults aged 18+ years,females,Income (household),Quintile 2,2015-2018,96530,240784,40.1,1.9566,36.3,43.9,4.9,39.9,2.097501659,35.8,44.1,5.3
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ALBERTA,48,adults aged 18+ years,females,Income (household),Quintile 3,2015-2018,115857,297782,38.9,1.6168,35.7,42.1,4.2,38.1,1.625956058,34.9,41.2,4.3
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ALBERTA,48,adults aged 18+ years,females,Income (household),Quintile 4,2015-2018,144329,339738,42.5,1.6100,39.3,45.6,3.8,42.2,1.593854748,39.1,45.4,3.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ALBERTA,48,adults aged 18+ years,females,Income (household),Quintile 5 (highest),2015-2018,243349,543161,44.8,1.3270,42.2,47.4,3,44.9,1.262912802,42.4,47.3,2.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,BRITISH COLUMBIA,59,adults aged 18+ years,females,Income (household),Quintile 1 (lowest),2015-2018,106227,304253,34.9,1.7490,31.5,38.3,5,35.9,1.730922705,32.5,39.3,4.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,BRITISH COLUMBIA,59,adults aged 18+ years,females,Income (household),Quintile 2,2015-2018,145385,353278,41.2,1.5579,38.1,44.2,3.8,41.5,1.750537137,38.1,45,4.2
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,BRITISH COLUMBIA,59,adults aged 18+ years,females,Income (household),Quintile 3,2015-2018,144514,357899,40.4,1.5541,37.3,43.4,3.8,40.3,1.714249455,37,43.7,4.3
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,BRITISH COLUMBIA,59,adults aged 18+ years,females,Income (household),Quintile 4,2015-2018,150421,357666,42.1,1.5899,38.9,45.2,3.8,41.6,1.522051774,38.6,44.5,3.7
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,BRITISH COLUMBIA,59,adults aged 18+ years,females,Income (household),Quintile 5 (highest),2015-2018,188395,397148,47.4,1.5630,44.4,50.5,3.3,46.8,1.518055878,43.8,49.7,3.2
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,CANADA,0,adults aged 18+ years,both sexes,Education (household),Less than high school,2015-2018,154223,442619,34.8,1.2859,32.3,37.4,3.7,31.6,1.915247497,27.8,35.3,6.1
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,CANADA,0,adults aged 18+ years,both sexes,Education (household),High school,2015-2018,454368,1314448,34.6,0.8736,32.9,36.3,2.5,33.9,0.952495163,32,35.7,2.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,CANADA,0,adults aged 18+ years,both sexes,Education (household),Post-secondary or university,2015-2018,2929223,8110772,36.1,0.4133,35.3,36.9,1.1,36.2,0.412976534,35.4,37,1.1
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,both sexes,Education (household),Less than high school,2015-2018,11722,37937,30.9,2.0230,26.9,34.9,6.5,26,3.498475554,19.1,32.8,13.5
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,both sexes,Education (household),High school,2015-2018,16666,55084,30.3,2.3080,25.7,34.8,7.6,27.5,2.266013165,23,31.9,8.2
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,both sexes,Education (household),Post-secondary or university,2015-2018,106041,294506,36,1.0975,33.9,38.2,3,35.4,1.052320047,33.4,37.5,3
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,PRINCE EDWARD ISLAND,11,adults aged 18+ years,both sexes,Education (household),Less than high school,2015-2018,2693,7338,36.7,3.3506,30.1,43.3,9.1,28.2,4.187098626,20,36.5,14.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,PRINCE EDWARD ISLAND,11,adults aged 18+ years,both sexes,Education (household),High school,2015-2018,6154,16187,38,2.7666,32.6,43.4,7.3,37.7,3.083801749,31.6,43.7,8.2
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,PRINCE EDWARD ISLAND,11,adults aged 18+ years,both sexes,Education (household),Post-secondary or university,2015-2018,32483,84502,38.4,1.3309,35.8,41.1,3.5,38.1,1.287239878,35.6,40.6,3.4
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NOVA SCOTIA,12,adults aged 18+ years,both sexes,Education (household),Less than high school,2015-2018,17462,49135,35.5,2.3498,30.9,40.2,6.6,30.1,3.578224954,23.1,37.1,11.9
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NOVA SCOTIA,12,adults aged 18+ years,both sexes,Education (household),High school,2015-2018,34221,95874,35.7,1.6821,32.4,39,4.7,34.7,1.92538201,31,38.5,5.5
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NOVA SCOTIA,12,adults aged 18+ years,both sexes,Education (household),Post-secondary or university,2015-2018,194649,549348,35.4,0.7942,33.9,37,2.2,35,0.858802993,33.3,36.7,2.5
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEW BRUNSWICK,13,adults aged 18+ years,both sexes,Education (household),Less than high school,2015-2018,17248,45362,38,2.5307,33.1,43,6.7,34.8,4.795841836,25.4,44.2,13.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEW BRUNSWICK,13,adults aged 18+ years,both sexes,Education (household),High school,2015-2018,33247,100963,32.9,1.9678,29.1,36.8,6,30.6,2.045561297,26.6,34.6,6.7
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEW BRUNSWICK,13,adults aged 18+ years,both sexes,Education (household),Post-secondary or university,2015-2018,141246,400031,35.3,0.9860,33.4,37.2,2.8,34.8,1.058223324,32.8,36.9,3
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,QUEBEC,24,adults aged 18+ years,both sexes,Education (household),Less than high school,2015-2018,183658,535268,34.3,0.9509,32.4,36.2,2.8,30.6,1.425834264,27.8,33.4,4.7
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,QUEBEC,24,adults aged 18+ years,both sexes,Education (household),High school,2015-2018,274828,733977,37.4,1.0153,35.5,39.4,2.7,36.9,1.194991702,34.6,39.3,3.2
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,QUEBEC,24,adults aged 18+ years,both sexes,Education (household),Post-secondary or university,2015-2018,1759134,4821780,36.5,0.4068,35.7,37.3,1.1,36.6,0.428994918,35.7,37.4,1.2
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ONTARIO,35,adults aged 18+ years,both sexes,Education (household),Less than high school,2015-2018,154223,442619,34.8,1.2859,32.3,37.4,3.7,31.6,1.915247497,27.8,35.3,6.1
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ONTARIO,35,adults aged 18+ years,both sexes,Education (household),High school,2015-2018,454368,1314448,34.6,0.8736,32.9,36.3,2.5,33.9,0.952495163,32,35.7,2.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ONTARIO,35,adults aged 18+ years,both sexes,Education (household),Post-secondary or university,2015-2018,2929223,8110772,36.1,0.4133,35.3,36.9,1.1,36.2,0.412976534,35.4,37,1.1
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,MANITOBA,46,adults aged 18+ years,both sexes,Education (household),Less than high school,2015-2018,21654,60370,35.9,2.1764,31.6,40.1,6.1,31.6,2.83769352,26,37.2,9
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,MANITOBA,46,adults aged 18+ years,both sexes,Education (household),High school,2015-2018,52245,162360,32.2,1.6812,28.9,35.5,5.2,32.6,1.666984715,29.3,35.9,5.1
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,MANITOBA,46,adults aged 18+ years,both sexes,Education (household),Post-secondary or university,2015-2018,222816,634121,35.1,0.9062,33.4,36.9,2.6,35.6,0.921057021,33.8,37.4,2.6
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,SASKATCHEWAN,47,adults aged 18+ years,both sexes,Education (household),Less than high school,2015-2018,16085,49617,32.4,2.2422,28,36.8,6.9,28.2,3.3388209,21.6,34.7,11.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,SASKATCHEWAN,47,adults aged 18+ years,both sexes,Education (household),High school,2015-2018,55229,152237,36.3,1.7651,32.8,39.7,4.9,36.1,1.815336756,32.5,39.7,5
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,SASKATCHEWAN,47,adults aged 18+ years,both sexes,Education (household),Post-secondary or university,2015-2018,208459,555427,37.5,0.9392,35.7,39.4,2.5,37.7,0.976340047,35.8,39.6,2.6
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ALBERTA,48,adults aged 18+ years,both sexes,Education (household),Less than high school,2015-2018,42146,119410,35.3,1.8764,31.6,39,5.3,34.2,2.278229082,29.8,38.7,6.7
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ALBERTA,48,adults aged 18+ years,both sexes,Education (household),High school,2015-2018,141294,409800,34.5,1.1545,32.2,36.7,3.3,34.4,1.20610606,32,36.7,3.5
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ALBERTA,48,adults aged 18+ years,both sexes,Education (household),Post-secondary or university,2015-2018,882809,2438839,36.2,0.5525,35.1,37.3,1.5,36.3,0.557810887,35.2,37.4,1.5
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,BRITISH COLUMBIA,59,adults aged 18+ years,both sexes,Education (household),Less than high school,2015-2018,42384,116088,36.5,2.1950,32.2,40.8,6,33.1,2.575972217,28.1,38.2,7.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,BRITISH COLUMBIA,59,adults aged 18+ years,both sexes,Education (household),High school,2015-2018,188728,554713,34,1.2281,31.6,36.4,3.6,33.2,1.224614925,30.8,35.6,3.7
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,BRITISH COLUMBIA,59,adults aged 18+ years,both sexes,Education (household),Post-secondary or university,2015-2018,962532,2715313,35.4,0.5892,34.3,36.6,1.7,35.3,0.56300129,34.2,36.5,1.6
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,YUKON,60,adults aged 18+ years,both sexes,Education (household),Less than high school,2015-2018,42384,116088,36.5,2.1950,32.2,40.8,6,33.1,2.575972217,28.1,38.2,7.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,YUKON,60,adults aged 18+ years,both sexes,Education (household),High school,2015-2018,188728,554713,34,1.2281,31.6,36.4,3.6,33.2,1.224614925,30.8,35.6,3.7
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,YUKON,60,adults aged 18+ years,both sexes,Education (household),Post-secondary or university,2015-2018,962532,2715313,35.4,0.5892,34.3,36.6,1.7,35.3,0.56300129,34.2,36.5,1.6
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NORTHWEST TERRITORIES,61,adults aged 18+ years,both sexes,Education (household),Less than high school,2015-2018,42384,116088,36.5,2.1950,32.2,40.8,6,33.1,2.575972217,28.1,38.2,7.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NORTHWEST TERRITORIES,61,adults aged 18+ years,both sexes,Education (household),High school,2015-2018,188728,554713,34,1.2281,31.6,36.4,3.6,33.2,1.224614925,30.8,35.6,3.7
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NORTHWEST TERRITORIES,61,adults aged 18+ years,both sexes,Education (household),Post-secondary or university,2015-2018,962532,2715313,35.4,0.5892,34.3,36.6,1.7,35.3,0.56300129,34.2,36.5,1.6
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NUNAVUT,62,adults aged 18+ years,both sexes,Education (household),Less than high school,2015-2018,42384,116088,36.5,2.1950,32.2,40.8,6,33.1,2.575972217,28.1,38.2,7.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NUNAVUT,62,adults aged 18+ years,both sexes,Education (household),High school,2015-2018,188728,554713,34,1.2281,31.6,36.4,3.6,33.2,1.224614925,30.8,35.6,3.7
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NUNAVUT,62,adults aged 18+ years,both sexes,Education (household),Post-secondary or university,2015-2018,962532,2715313,35.4,0.5892,34.3,36.6,1.7,35.3,0.56300129,34.2,36.5,1.6
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,CANADA,0,adults aged 18+ years,males,Education (household),Less than high school,2015-2018,73709,204415,36.1,2.1954,31.8,40.4,6.1,33.8,2.814083714,28.3,39.3,8.3
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,CANADA,0,adults aged 18+ years,males,Education (household),High school,2015-2018,240119,655258,36.6,1.2637,34.2,39.1,3.4,36.2,1.403672903,33.4,38.9,3.9
