Indicator,Indicator_Measure,Geography,Geo_Label,GEO_Code,Age_Groups,Sex,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Interlake-Eastern Regional Health,4603,adults aged 18+ years,both sexes,2015-2018,31754,83729,37.9,1.6506,34.7,41.2,4.4,37.5,1.802646964,34,41,4.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Northern RHA,4604,adults aged 18+ years,both sexes,2015-2018,8342,20680,40.3,1.8664,36.7,44,4.6,40.4,1.913942892,36.6,44.1,4.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Southern Health,4605,adults aged 18+ years,both sexes,2015-2018,42690,125959,33.9,1.4490,31,36.7,4.3,34,1.586433427,30.9,37.1,4.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Sun Country RHA,4701,adults aged 18+ years,both sexes,2015-2018,14583,41746,34.9,2.1440,30.7,39.1,6.1,34.2,1.989784737,30.3,38.1,5.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Five Hills RHA,4702,adults aged 18+ years,both sexes,2015-2018,11997,40010,30,2.3612,25.4,34.6,7.9,30.9,2.148929045,26.7,35.1,7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Cypress RHA,4703,adults aged 18+ years,both sexes,2015-2018,11368,31045,36.6,2.7068,31.3,41.9,7.4,34.1,2.637299741,28.9,39.3,7.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Regina Qu'Appelle RHA,4704,adults aged 18+ years,both sexes,2015-2018,67076,208594,32.2,1.6854,28.8,35.5,5.2,32.3,1.654014389,29.1,35.6,5.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Sunrise RHA,4705,adults aged 18+ years,both sexes,2015-2018,16590,39634,41.9,2.6847,36.6,47.1,6.4,41.3,2.707505504,36,46.6,6.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Saskatoon RHA,4706,adults aged 18+ years,both sexes,2015-2018,79253,264016,30,1.4219,27.2,32.8,4.7,30.6,1.48112916,27.7,33.5,4.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Heartland RHA,4707,adults aged 18+ years,both sexes,2015-2018,10635,29589,35.9,2.9234,30.2,41.7,8.1,34.2,2.517003196,29.2,39.1,7.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Kelsey Trail RHA,4708,adults aged 18+ years,both sexes,2015-2018,9769,25961,37.6,3.7673,30.2,45,10,37.3,3.548351835,30.4,44.3,9.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Prince Albert Parkland RHA,4709,adults aged 18+ years,both sexes,2015-2018,18017,48189,37.4,2.2360,33,41.8,6,36.6,2.595615631,31.5,41.7,7.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Prairie North RHA,4710,adults aged 18+ years,both sexes,2015-2018,15080,45896,32.9,1.8911,29.1,36.6,5.8,33,2.138283822,28.8,37.2,6.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Mamawetan/Keewatin/Athabasca,4714,adults aged 18+ years,both sexes,2015-2018,4186,9527,43.9,4.1696,35.8,52.1,9.5,44.5,3.277777077,38.1,51,7.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,South Zone,4831,adults aged 18+ years,both sexes,2015-2018,68965,211709,32.6,1.2175,30.2,35,3.7,32.7,1.127802416,30.5,34.9,3.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Calgary Zone,4832,adults aged 18+ years,both sexes,2015-2018,292545,1210090,24.2,0.7721,22.7,25.7,3.2,24.3,0.802467694,22.7,25.9,3.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Central Zone,4833,adults aged 18+ years,both sexes,2015-2018,114436,340364,33.6,1.1020,31.5,35.8,3.3,33.5,0.99443225,31.6,35.5,3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Edmonton Zone,4834,adults aged 18+ years,both sexes,2015-2018,284013,1031427,27.5,0.9323,25.7,29.4,3.4,28.2,0.881194818,26.5,29.9,3.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,North Zone,4835,adults aged 18+ years,both sexes,2015-2018,119837,305677,39.2,1.2300,36.8,41.6,3.1,38.9,1.154494254,36.7,41.2,3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,East Kootenay HSDA,5911,adults aged 18+ years,both sexes,2015-2018,17689,61046,29,2.3951,24.3,33.7,8.3,28.3,2.153019455,24.1,32.6,7.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Kootenay-Boundary HSDA,5912,adults aged 18+ years,both sexes,2015-2018,17178,61803,27.8,1.9773,23.9,31.7,7.1,26.4,1.986730602,22.5,30.3,7.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Okanagan HSDA,5913,adults aged 18+ years,both sexes,2015-2018,67440,271294,24.9,1.5888,21.7,28,6.4,24.3,1.506134658,21.4,27.3,6.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Thompson/Cariboo HSDA,5914,adults aged 18+ years,both sexes,2015-2018,47413,162504,29.2,1.5841,26.1,32.3,5.4,28.5,1.634703463,25.3,31.7,5.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Fraser East HSDA,5921,adults aged 18+ years,both sexes,2015-2018,63494,209646,30.3,1.6108,27.1,33.4,5.3,30.3,1.646608623,27.1,33.6,5.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Fraser North HSDA,5922,adults aged 18+ years,both sexes,2015-2018,107801,499742,21.6,1.5430,18.5,24.6,7.2,21.7,1.381477194,19,24.4,6.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Fraser South HSDA,5923,adults aged 18+ years,both sexes,2015-2018,155628,590709,26.3,1.3387,23.7,29,5.1,26.6,1.295959286,24.1,29.2,4.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Richmond HSDA,5931,adults aged 18+ years,both sexes,2015-2018,19655,165295,11.9,1.0501,9.8,14,8.8,11.8,1.202796686,9.5,14.2,10.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Vancouver HSDA,5932,adults aged 18+ years,both sexes,2015-2018,61562,532398,11.6,0.9616,9.7,13.4,8.3,12.2,1.003005744,10.2,14.1,8.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,North Shore/Coast Garibaldi HSDA,5933,adults aged 18+ years,both sexes,2015-2018,32796,205463,16,1.7393,12.5,19.4,10.9,15.6,1.422341093,12.8,18.4,9.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,South Vancouver Island HSDA,5941,adults aged 18+ years,both sexes,2015-2018,59340,298763,19.9,1.3147,17.3,22.4,6.6,19.9,1.291882212,17.3,22.4,6.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Central Vancouver Island HSDA,5942,adults aged 18+ years,both sexes,2015-2018,46323,202409,22.9,1.4904,20,25.8,6.5,22.4,1.51446119,19.4,25.4,6.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,North Vancouver Island HSDA,5943,adults aged 18+ years,both sexes,2015-2018,26538,89516,29.6,1.6710,26.4,32.9,5.6,28.5,1.939764989,24.7,32.3,6.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Northwest HSDA,5951,adults aged 18+ years,both sexes,2015-2018,14266,44374,32.1,2.6426,27,37.3,8.2,32.1,2.208984299,27.8,36.5,6.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Northern Interior HSDA,5952,adults aged 18+ years,both sexes,2015-2018,31910,98497,32.4,1.8226,28.8,36,5.6,32.5,1.688980778,29.2,35.8,5.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Northeast HSDA,5953,adults aged 18+ years,both sexes,2015-2018,17121,46565,36.8,2.7283,31.4,42.1,7.4,37.9,2.00765663,34,41.9,5.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,YUKON,6001,adults aged 18+ years,both sexes,2015-2018,9679,27655.54,35,2.2685,30.5,39.5,6.5,34.6,2.243825591,30.2,39,6.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,NORTHWEST TERRITORIES,6101,adults aged 18+ years,both sexes,2015-2018,11747,29579.09,39.7,2.2158,35.4,44.1,5.6,39.9,2.221125057,35.6,44.3,5.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,NUNAVUT,6201,adults aged 18+ years,both sexes,2015-2018,6750,20480.06,33,2.1926,28.7,37.3,6.7,34,3.354730127,27.5,40.6,9.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,CANADA,0,adults aged 18+ years,males,2015-2018,3747461,13339048,28.1,0.3617,27.4,28.8,1.3,28.1,0.348832666,27.4,28.8,1.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Eastern Regional,1011,adults aged 18+ years,males,2015-2018,51971,121093,42.9,1.8776,39.2,46.6,4.4,42.8,1.999301487,38.9,46.7,4.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Central Regional,1012,adults aged 18+ years,males,2015-2018,13714,34275,40,2.5113,35.1,44.9,6.3,40.4,3.010529342,34.5,46.3,7.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Western Regional,1013,adults aged 18+ years,males,2015-2018,13716,29704,46.2,3.1034,40.1,52.3,6.7,46.3,2.782991587,40.9,51.8,6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Labrador-Grenfell Regional,1014,adults aged 18+ years,males,2015-2018,5941,12963,45.8,3.4916,39,52.7,7.6,45.2,3.002319214,39.3,51.1,6.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Prince Edward Island,1100,adults aged 18+ years,males,2015-2018,18015,54700,32.9,1.5666,29.9,36,4.8,32.8,1.604660081,29.6,35.9,4.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Zone 1 - Western,1201,adults aged 18+ years,males,2015-2018,28260,72209,39.1,1.9777,35.3,43,5.1,39,2.122481633,34.9,43.2,5.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Zone 2 - Northern,1202,adults aged 18+ years,males,2015-2018,20370,54039,37.7,2.2889,33.2,42.2,6.1,37.2,2.435295818,32.4,42,6.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Zone 3 - Eastern,1203,adults aged 18+ years,males,2015-2018,21942,55933,39.2,2.4797,34.4,44.1,6.3,38.9,2.541110573,33.9,43.9,6.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Zone 4 - Central,1204,adults aged 18+ years,males,2015-2018,54571,166588,32.8,1.8520,29.1,36.4,5.7,32.7,1.684150488,29.4,36,5.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Zone 1 (Moncton area),1301,adults aged 18+ years,males,2015-2018,30329,80600,37.6,2.5596,32.6,42.7,6.8,35.4,2.407838666,30.7,40.1,6.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Zone 2 (Saint John area),1302,adults aged 18+ years,males,2015-2018,23364,62627,37.3,2.7650,31.9,42.7,7.4,36.3,2.458715566,31.5,41.1,6.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Zone 3 (Fredericton area),1303,adults aged 18+ years,males,2015-2018,24691,62563,39.5,2.4199,34.7,44.2,6.1,39.7,3.013156833,33.8,45.6,7.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Zone 4 (Edmundston area),1304,adults aged 18+ years,males,2015-2018,6581,16680,39.5,3.4460,32.7,46.2,8.7,42.2,4.601591746,33.2,51.2,10.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Zone 5 (Campbellton area),1305,adults aged 18+ years,males,2015-2018,3177,8980,35.4,5.8525,23.9,46.9,16.5,37.1,5.718396327,25.9,48.3,15.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Zone 6 (Bathurst area),1306,adults aged 18+ years,males,2015-2018,8708,27781,31.3,2.9558,25.5,37.1,9.4,29,3.065189037,23,35,10.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Zone 7 (Miramichi area),1307,adults aged 18+ years,males,2015-2018,5662,14724,38.5,4.4775,29.7,47.2,11.6,39.1,4.745026779,29.8,48.4,12.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Bas-Saint-Laurent,2401,adults aged 18+ years,males,2015-2018,21219,77745,27.3,2.1924,23,31.6,8,26.8,2.150579422,22.6,31,8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Saguenay - Lac-Saint-Jean,2402,adults aged 18+ years,males,2015-2018,26889,106978,25.1,1.8473,21.5,28.8,7.3,24.9,1.644481368,21.7,28.2,6.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Capitale-Nationale,2403,adults aged 18+ years,males,2015-2018,71464,289026,24.7,1.4886,21.8,27.6,6,24.4,1.439852255,21.6,27.3,5.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Mauricie et du Centre-du-Qu‚bec,2404,adults aged 18+ years,males,2015-2018,63432,200056,31.7,1.5909,28.6,34.8,5,31.1,1.887863696,27.4,34.8,6.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,L'Estrie,2405,adults aged 18+ years,males,2015-2018,53733,187246,28.7,1.6394,25.5,31.9,5.7,28.5,1.812747605,25,32.1,6.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,R‚gion de Montr‚al,2406,adults aged 18+ years,males,2015-2018,161631,777532,20.8,1.2633,18.3,23.3,6.1,21.1,1.208832037,18.7,23.5,5.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,L'Outaouais,2407,adults aged 18+ years,males,2015-2018,42027,148028,28.4,1.5664,25.3,31.5,5.5,28,1.626108466,24.8,31.2,5.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,L'Abitibi-T‚miscamingue,2408,adults aged 18+ years,males,2015-2018,19741,56874,34.7,2.1850,30.4,39,6.3,34.6,2.253049668,30.2,39,6.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,C“te-Nord,2409,adults aged 18+ years,males,2015-2018,11579,32278,35.9,2.5285,30.9,40.8,7,35.1,2.307159459,30.6,39.6,6.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Nord-du-Qu‚bec,2410,adults aged 18+ years,males,2015-2018,1689,5810,29.1,4.0095,21.2,36.9,13.8,28.8,2.953647836,23.1,34.6,10.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Gasp‚sie - ×les-de-la-Madeleine,2411,adults aged 18+ years,males,2015-2018,10891,35677,30.5,1.9024,26.8,34.3,6.2,31.7,2.436276524,26.9,36.5,7.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,ChaudiŠre-Appalaches,2412,adults aged 18+ years,males,2015-2018,42226,167695,25.2,1.7533,21.7,28.6,7,24.4,1.578002914,21.3,27.5,6.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,R‚gion de Laval,2413,adults aged 18+ years,males,2015-2018,41410,157500,26.3,1.8244,22.7,29.9,6.9,25.8,1.629451385,22.6,29,6.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,R‚gion de LanaudiŠre,2414,adults aged 18+ years,males,2015-2018,58619,193850,30.2,1.8474,26.6,33.9,6.1,29.8,1.658410919,26.6,33.1,5.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,R‚gion des Laurentides,2415,adults aged 18+ years,males,2015-2018,62300,230616,27,1.5748,23.9,30.1,5.8,26.5,1.735895721,23,29.9,6.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Mont‚r‚gie,2416,adults aged 18+ years,males,2015-2018,151145,528250,28.6,1.2735,26.1,31.1,4.5,28.3,1.35040043,25.7,31,4.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,The District of Algoma HU,3526,adults aged 18+ years,males,2015-2018,14696,40828,36,2.1802,31.7,40.3,6.1,34.8,2.758446675,29.4,40.2,7.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Brant County HU,3527,adults aged 18+ years,males,2015-2018,14566,46820,31.1,2.9266,25.4,36.9,9.4,31.1,2.645058368,25.9,36.3,8.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Durham Regional HU,3530,adults aged 18+ years,males,2015-2018,78871,243050,32.5,2.2927,28,36.9,7.1,32.7,2.194473345,28.4,37,6.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Elgin-St Thomas HU,3531,adults aged 18+ years,males,2015-2018,12305,32103,38.3,3.1166,32.2,44.4,8.1,37.3,3.256408837,30.9,43.7,8.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Grey Bruce HU,3533,adults aged 18+ years,males,2015-2018,23536,59809,39.4,2.6271,34.2,44.5,6.7,39.1,3.132871636,33,45.3,8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Haldimand-Norfolk HU,3534,adults aged 18+ years,males,2015-2018,13624,42485,32.1,2.2023,27.7,36.4,6.9,31.9,2.694922163,26.6,37.2,8.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,"Haliburton, Kawartha, Pine Ridge District HU",3535,adults aged 18+ years,males,2015-2018,24849,74325,33.4,2.4293,28.7,38.2,7.3,33.7,3.007951424,27.8,39.6,8.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Halton Regional HU,3536,adults aged 18+ years,males,2015-2018,56614,206588,27.4,1.8182,23.8,31,6.6,27.3,1.928219496,23.5,31.1,7.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,City of Hamilton HU,3537,adults aged 18+ years,males,2015-2018,56306,205172,27.4,2.4680,22.6,32.3,9,28.1,2.208494281,23.7,32.4,7.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Hastings and Prince Edward Counties HU,3538,adults aged 18+ years,males,2015-2018,20222,59578,33.9,2.7511,28.5,39.3,8.1,33.5,3.164766174,27.3,39.7,9.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Huron County HU,3539,adults aged 18+ years,males,2015-2018,7259,21121,34.4,2.8510,28.8,40,8.3,33.4,2.714999121,28.1,38.7,8.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Chatham-Kent HU,3540,adults aged 18+ years,males,2015-2018,16900,38712,43.7,3.7259,36.3,51,8.5,43.8,3.039304554,37.9,49.8,6.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,"Kingston, Frontenac and Lennox and Addington HU",3541,adults aged 18+ years,males,2015-2018,24322,74306,32.7,2.4857,27.9,37.6,7.6,32.7,2.497557447,27.9,37.6,7.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Lambton HU,3542,adults aged 18+ years,males,2015-2018,14196,46894,30.3,2.5773,25.2,35.3,8.5,29.1,2.624780823,23.9,34.2,9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,"Leeds, Grenville and Lanark District HU",3543,adults aged 18+ years,males,2015-2018,21440,63711,33.7,3.2552,27.3,40,9.7,31.7,2.870967994,26.1,37.4,9.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Middlesex-London HU,3544,adults aged 18+ years,males,2015-2018,49740,169797,29.3,2.1183,25.1,33.5,7.2,29.7,2.380812378,25.1,34.4,8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Niagara Regional Area HU,3546,adults aged 18+ years,males,2015-2018,46756,168500,27.7,2.1009,23.6,31.9,7.6,27,2.124210868,22.8,31.1,7.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,North Bay Parry Sound District HU,3547,adults aged 18+ years,males,2015-2018,15453,48316,32,2.8933,26.3,37.7,9,31.9,2.972684427,26.1,37.7,9.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Northwestern HU,3549,adults aged 18+ years,males,2015-2018,8724,24477,35.6,3.8438,28.1,43.2,10.8,35.9,3.563603527,28.9,42.8,9.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,City of Ottawa HU,3551,adults aged 18+ years,males,2015-2018,80643,358032,22.5,1.4806,19.6,25.4,6.6,22.7,1.667570379,19.5,26,7.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Oxford County HU,3552,adults aged 18+ years,males,2015-2018,16801,41413,40.6,2.9518,34.8,46.4,7.3,40.3,2.923922638,34.5,46,7.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Peel Regional HU,3553,adults aged 18+ years,males,2015-2018,122119,525616,23.2,1.6208,20.1,26.4,7,23.4,1.514593514,20.4,26.3,6.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Perth District HU,3554,adults aged 18+ years,males,2015-2018,10147,28883,35.1,3.1224,29,41.3,8.9,34.9,2.886693174,29.3,40.6,8.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Peterborough County-City HU,3555,adults aged 18+ years,males,2015-2018,18714,52440,35.7,3.2857,29.2,42.1,9.2,37.1,3.254219521,30.7,43.5,8.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Porcupine HU,3556,adults aged 18+ years,males,2015-2018,12777,30816,41.5,3.3495,34.9,48,8.1,41.7,2.991705686,35.8,47.5,7.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Renfrew County and District HU,3557,adults aged 18+ years,males,2015-2018,13575,36453,37.2,2.8254,31.7,42.8,7.6,37,3.392079938,30.4,43.7,9.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Eastern Ontario HU,3558,adults aged 18+ years,males,2015-2018,23363,74721,31.3,2.5045,26.4,36.2,8,30.5,2.809901516,25,36,9.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Simcoe Muskoka District HU,3560,adults aged 18+ years,males,2015-2018,66208,211715,31.3,2.3281,26.7,35.8,7.4,30.8,1.998174135,26.9,34.7,6.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Sudbury and District HU,3561,adults aged 18+ years,males,2015-2018,24063,71596,33.6,2.7737,28.2,39.1,8.3,32.8,2.716716577,27.4,38.1,8.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Thunder Bay District HU,3562,adults aged 18+ years,males,2015-2018,18374,54355,33.8,2.3648,29.2,38.4,7,33.7,2.42194491,28.9,38.4,7.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Timiskaming HU,3563,adults aged 18+ years,males,2015-2018,4414,11587,38.1,3.2304,31.8,44.4,8.5,38.1,4.140082331,29.9,46.2,10.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Waterloo HU,3565,adults aged 18+ years,males,2015-2018,55250,206246,26.8,2.2197,22.4,31.1,8.3,27,1.994114012,23.1,30.9,7.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Wellington-Dufferin-Guelph HU,3566,adults aged 18+ years,males,2015-2018,32372,107477,30.1,2.2382,25.7,34.5,7.4,30.1,2.257963164,25.7,34.6,7.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Windsor-Essex County HU,3568,adults aged 18+ years,males,2015-2018,57163,152090,37.6,2.1498,33.4,41.8,5.7,37.6,2.313624595,33.1,42.1,6.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,York Regional HU,3570,adults aged 18+ years,males,2015-2018,92104,424864,21.7,1.5432,18.7,24.7,7.1,21.7,1.635955103,18.5,24.9,7.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,City of Toronto HU,3595,adults aged 18+ years,males,2015-2018,225257,1078813,20.9,1.2512,18.4,23.3,6,21.2,1.332863365,18.6,23.8,6.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Winnipeg RHA,4601,adults aged 18+ years,males,2015-2018,75657,278695,27.1,1.5003,24.2,30.1,5.5,27.2,1.441812747,24.4,30,5.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Prairie Mountain Health,4602,adults aged 18+ years,males,2015-2018,23281,56169,41.4,2.4394,36.7,46.2,5.9,41.1,2.3061243,36.6,45.6,5.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Interlake-Eastern Regional Health,4603,adults aged 18+ years,males,2015-2018,17671,43558,40.6,2.4054,35.8,45.3,5.9,41.2,2.458452352,36.4,46,6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Northern RHA,4604,adults aged 18+ years,males,2015-2018,4678,11010,42.5,2.9359,36.7,48.2,6.9,42.8,2.877813211,37.2,48.5,6.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Southern Health,4605,adults aged 18+ years,males,2015-2018,24318,65022,37.4,1.7702,33.9,40.9,4.7,37.9,2.191583041,33.6,42.2,5.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Sun Country RHA,4701,adults aged 18+ years,males,2015-2018,9218,22270,41.4,3.5215,34.5,48.3,8.5,40.7,2.999178417,34.8,46.6,7.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Five Hills RHA,4702,adults aged 18+ years,males,2015-2018,5933,20816,28.5,3.6630,21.3,35.7,12.9,30.8,2.988346982,24.9,36.6,9.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Cypress RHA,4703,adults aged 18+ years,males,2015-2018,5734,15135,37.9,3.3161,31.4,44.4,8.8,35.6,3.577309175,28.6,42.6,10
