Indicator,Indicator_Measure,Geography,Geo_Label,GEO_Code,Age_Groups,Sex,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Waterloo HU,3565,adults aged 18+ years,both sexes,2015-2018,255490,404636,63.1,1.5799,60,66.2,2.5,63.2,1.492835332,60.3,66.1,2.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Wellington-Dufferin-Guelph HU,3566,adults aged 18+ years,both sexes,2015-2018,146841,213408,68.8,1.6330,65.6,72,2.4,69,1.549196298,66,72.1,2.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Windsor-Essex County HU,3568,adults aged 18+ years,both sexes,2015-2018,201059,300427,66.9,1.9117,63.2,70.7,2.9,66.7,1.778083041,63.2,70.1,2.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,York Regional HU,3570,adults aged 18+ years,both sexes,2015-2018,460735,840835,54.8,1.5776,51.7,57.9,2.9,54.6,1.427728471,51.8,57.4,2.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,City of Toronto HU,3595,adults aged 18+ years,both sexes,2015-2018,1174863,2197833,53.5,1.1547,51.2,55.7,2.2,53.9,1.174261843,51.6,56.2,2.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Winnipeg RHA,4601,adults aged 18+ years,both sexes,2015-2018,335886,550155,61.1,1.1974,58.7,63.4,2,61.8,1.10818147,59.6,63.9,1.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Prairie Mountain Health,4602,adults aged 18+ years,both sexes,2015-2018,80388,113048,71.1,1.5914,68,74.2,2.2,70.6,1.578032765,67.5,73.7,2.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Interlake-Eastern Regional Health,4603,adults aged 18+ years,both sexes,2015-2018,60197,83729,71.9,1.9299,68.1,75.7,2.7,70.5,1.831565702,66.9,74.1,2.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Northern RHA,4604,adults aged 18+ years,both sexes,2015-2018,14999,20680,72.5,2.4329,67.8,77.3,3.4,72.8,2.085758182,68.7,76.9,2.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Southern Health,4605,adults aged 18+ years,both sexes,2015-2018,86733,125959,68.9,1.4292,66.1,71.7,2.1,69.1,1.418537889,66.3,71.9,2.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Sun Country RHA,4701,adults aged 18+ years,both sexes,2015-2018,30310,41746,72.6,1.7834,69.1,76.1,2.5,72.3,1.891012487,68.5,76,2.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Five Hills RHA,4702,adults aged 18+ years,both sexes,2015-2018,28057,40010,70.1,1.9398,66.3,73.9,2.8,70.2,2.284587534,65.7,74.7,3.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Cypress RHA,4703,adults aged 18+ years,both sexes,2015-2018,22281,31045,71.8,2.0257,67.8,75.7,2.8,68.5,2.769287613,63.1,73.9,4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Regina Qu'Appelle RHA,4704,adults aged 18+ years,both sexes,2015-2018,149042,208594,71.5,1.2916,68.9,74,1.8,71.8,1.578680241,68.7,74.9,2.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Sunrise RHA,4705,adults aged 18+ years,both sexes,2015-2018,30992,39634,78.2,2.0386,74.2,82.2,2.6,78.2,2.097330496,74.1,82.3,2.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Saskatoon RHA,4706,adults aged 18+ years,both sexes,2015-2018,174073,264016,65.9,1.6967,62.6,69.3,2.6,66.7,1.597991137,63.5,69.8,2.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Heartland RHA,4707,adults aged 18+ years,both sexes,2015-2018,20804,29589,70.3,2.4506,65.5,75.1,3.5,67.9,2.572197543,62.9,73,3.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Kelsey Trail RHA,4708,adults aged 18+ years,both sexes,2015-2018,19263,25961,74.2,3.3307,67.7,80.7,4.5,72,3.500807066,65.2,78.9,4.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Prince Albert Parkland RHA,4709,adults aged 18+ years,both sexes,2015-2018,35104,48189,72.8,2.0355,68.9,76.8,2.8,72.1,2.24600706,67.7,76.5,3.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Prairie North RHA,4710,adults aged 18+ years,both sexes,2015-2018,32226,45896,70.2,2.1148,66.1,74.4,3,70.3,2.435370633,65.5,75,3.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Mamawetan/Keewatin/Athabasca,4714,adults aged 18+ years,both sexes,2015-2018,6930,9527,72.7,4.6072,63.7,81.8,6.3,72.2,3.136500411,66.1,78.3,4.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,South Zone,4831,adults aged 18+ years,both sexes,2015-2018,141595,211709,66.9,1.1122,64.7,69.1,1.7,67.2,1.155041765,64.9,69.5,1.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Calgary Zone,4832,adults aged 18+ years,both sexes,2015-2018,731775,1210090,60.5,0.9657,58.6,62.4,1.6,60.8,0.884792934,59.1,62.6,1.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Central Zone,4833,adults aged 18+ years,both sexes,2015-2018,229235,340364,67.3,0.9480,65.5,69.2,1.4,67.2,1.012754663,65.2,69.2,1.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Edmonton Zone,4834,adults aged 18+ years,both sexes,2015-2018,668393,1031427,64.8,0.9616,62.9,66.7,1.5,65.4,0.926835005,63.6,67.2,1.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,North Zone,4835,adults aged 18+ years,both sexes,2015-2018,224292,305677,73.4,0.9844,71.4,75.3,1.3,73.1,1.053880382,71,75.1,1.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,East Kootenay HSDA,5911,adults aged 18+ years,both sexes,2015-2018,39206,61046,64.2,2.1182,60.1,68.4,3.3,63.1,2.286473265,58.7,67.6,3.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Kootenay-Boundary HSDA,5912,adults aged 18+ years,both sexes,2015-2018,37778,61803,61.1,1.9933,57.2,65,3.3,58.3,2.126180152,54.1,62.5,3.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Okanagan HSDA,5913,adults aged 18+ years,both sexes,2015-2018,162579,271294,59.9,1.5567,56.9,63,2.6,58,1.560852374,55,61.1,2.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Thompson/Cariboo HSDA,5914,adults aged 18+ years,both sexes,2015-2018,105870,162504,65.1,2.0005,61.2,69.1,3.1,63.8,1.747148267,60.4,67.2,2.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Fraser East HSDA,5921,adults aged 18+ years,both sexes,2015-2018,140155,209646,66.9,1.5910,63.7,70,2.4,66.9,1.613399682,63.7,70,2.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Fraser North HSDA,5922,adults aged 18+ years,both sexes,2015-2018,276210,499742,55.3,1.4856,52.4,58.2,2.7,55.3,1.591815503,52.1,58.4,2.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Fraser South HSDA,5923,adults aged 18+ years,both sexes,2015-2018,368448,590709,62.4,1.4766,59.5,65.3,2.4,62.9,1.38411721,60.2,65.6,2.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Richmond HSDA,5931,adults aged 18+ years,both sexes,2015-2018,71224,165295,43.1,1.8066,39.5,46.6,4.2,42.8,1.770022562,39.4,46.3,4.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Vancouver HSDA,5932,adults aged 18+ years,both sexes,2015-2018,245832,532398,46.2,1.4545,43.3,49,3.1,46.7,1.561083725,43.6,49.7,3.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,North Shore/Coast Garibaldi HSDA,5933,adults aged 18+ years,both sexes,2015-2018,102693,205463,50,2.3157,45.4,54.5,4.6,49.2,1.913176564,45.5,53,3.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,South Vancouver Island HSDA,5941,adults aged 18+ years,both sexes,2015-2018,170914,298763,57.2,1.4211,54.4,60,2.5,56.9,1.58441706,53.8,60,2.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Central Vancouver Island HSDA,5942,adults aged 18+ years,both sexes,2015-2018,123686,202409,61.1,1.7520,57.7,64.5,2.9,59.2,2.076246028,55.1,63.3,3.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,North Vancouver Island HSDA,5943,adults aged 18+ years,both sexes,2015-2018,58122,89516,64.9,2.1503,60.7,69.1,3.3,63.1,2.238434144,58.8,67.5,3.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Northwest HSDA,5951,adults aged 18+ years,both sexes,2015-2018,28418,44374,64,3.0114,58.1,70,4.7,63.4,2.318078959,58.9,68,3.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Northern Interior HSDA,5952,adults aged 18+ years,both sexes,2015-2018,66771,98497,67.8,1.7433,64.4,71.2,2.6,67.7,1.682114405,64.4,71,2.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Northeast HSDA,5953,adults aged 18+ years,both sexes,2015-2018,33140,46565,71.2,2.3630,66.5,75.8,3.3,73,1.732784974,69.6,76.4,2.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,YUKON,6001,adults aged 18+ years,both sexes,2015-2018,312939,405285,77.2,0.9722,75.3,79.1,1.3,77.3,0.977885044,75.4,79.3,1.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,NORTHWEST TERRITORIES,6101,adults aged 18+ years,both sexes,2015-2018,1152205,1605829,71.8,0.6634,70.4,73.1,0.9,71.9,0.633034277,70.7,73.2,0.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,NUNAVUT,6201,adults aged 18+ years,both sexes,2015-2018,1153504,1770244,65.2,0.7179,63.8,66.6,1.1,65.2,0.683046505,63.9,66.5,1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,CANADA,1,adults aged 18+ years,males,2015-2018,3473824,5133709,67.7,0.5181,66.7,68.7,0.8,67.8,0.521697363,66.8,68.9,0.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Eastern Regional,1011,adults aged 18+ years,males,2015-2018,92721,121093,76.6,1.6572,73.3,79.8,2.2,76.2,1.699331815,72.9,79.5,2.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Central Regional,1012,adults aged 18+ years,males,2015-2018,27824,34275,81.2,1.6440,78,84.4,2,78.6,2.361819765,73.9,83.2,3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Western Regional,1013,adults aged 18+ years,males,2015-2018,23549,29704,79.3,2.0739,75.2,83.3,2.6,77.3,2.633960349,72.2,82.5,3.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Labrador-Grenfell Regional,1014,adults aged 18+ years,males,2015-2018,10599,12963,81.8,2.4138,77,86.5,3,80.5,2.562513559,75.5,85.6,3.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Prince Edward Island,1100,adults aged 18+ years,males,2015-2018,41698,54700,76.2,1.4092,73.5,79,1.8,75.6,1.42072672,72.8,78.4,1.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 1 - Western,1201,adults aged 18+ years,males,2015-2018,55660,72209,77.1,1.9568,73.2,80.9,2.5,76.5,1.882740695,72.8,80.2,2.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 2 - Northern,1202,adults aged 18+ years,males,2015-2018,40819,54039,75.5,1.7521,72.1,79,2.3,73.7,2.141172135,69.5,77.9,2.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 3 - Eastern,1203,adults aged 18+ years,males,2015-2018,44606,55933,79.7,1.9767,75.9,83.6,2.5,78.9,2.161781368,74.6,83.1,2.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 4 - Central,1204,adults aged 18+ years,males,2015-2018,117787,166588,70.7,1.8012,67.2,74.2,2.5,71.1,1.567804508,68,74.2,2.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 1 (Moncton area),1301,adults aged 18+ years,males,2015-2018,63500,80600,78.8,2.0272,74.8,82.8,2.6,76.6,2.280747646,72.1,81,3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 2 (Saint John area),1302,adults aged 18+ years,males,2015-2018,45491,62627,72.6,2.5137,67.7,77.6,3.5,70.6,2.486304845,65.7,75.5,3.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 3 (Fredericton area),1303,adults aged 18+ years,males,2015-2018,49025,62563,78.4,2.2613,73.9,82.8,2.9,78.3,2.43128995,73.5,83,3.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 4 (Edmundston area),1304,adults aged 18+ years,males,2015-2018,13742,16680,82.4,3.3696,75.8,89,4.1,81.2,3.586143481,74.2,88.2,4.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 5 (Campbellton area),1305,adults aged 18+ years,males,2015-2018,6507,8980,72.5,6.3681,60,85,8.8,70.8,6.270066794,58.6,83.1,8.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 6 (Bathurst area),1306,adults aged 18+ years,males,2015-2018,19445,27781,70,3.4856,63.2,76.8,5,66.2,3.504469375,59.4,73.1,5.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 7 (Miramichi area),1307,adults aged 18+ years,males,2015-2018,11519,14724,78.2,3.6044,71.2,85.3,4.6,78.9,3.297131916,72.5,85.4,4.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Bas-Saint-Laurent,2401,adults aged 18+ years,males,2015-2018,53703,77745,69.1,1.8648,65.4,72.7,2.7,67.7,2.600966596,62.6,72.8,3.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Saguenay - Lac-Saint-Jean,2402,adults aged 18+ years,males,2015-2018,74371,106978,69.5,1.7291,66.1,72.9,2.5,67.9,1.612698523,64.8,71.1,2.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Capitale-Nationale,2403,adults aged 18+ years,males,2015-2018,193106,289026,66.8,1.5476,63.8,69.8,2.3,66.1,1.649022127,62.9,69.4,2.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Mauricie et du Centre-du-Québec,2404,adults aged 18+ years,males,2015-2018,141357,200056,70.7,1.3838,67.9,73.4,2,69.6,1.667567157,66.4,72.9,2.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,L'Estrie,2405,adults aged 18+ years,males,2015-2018,132027,187246,70.5,1.7622,67.1,74,2.5,69.9,1.891893265,66.2,73.7,2.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Région de Montréal,2406,adults aged 18+ years,males,2015-2018,477900,777532,61.5,1.4032,58.7,64.2,2.3,61.6,1.302273839,59,64.1,2.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,L'Outaouais,2407,adults aged 18+ years,males,2015-2018,106624,148028,72,1.7325,68.6,75.4,2.4,71.7,1.75213596,68.3,75.1,2.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,L'Abitibi-Témiscamingue,2408,adults aged 18+ years,males,2015-2018,44180,56874,77.7,1.7732,74.2,81.2,2.3,76.7,1.713556428,73.4,80.1,2.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Côte-Nord,2409,adults aged 18+ years,males,2015-2018,24277,32278,75.2,1.9041,71.5,78.9,2.5,74.3,2.068491975,70.2,78.3,2.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Nord-du-Québec,2410,adults aged 18+ years,males,2015-2018,4278,5810,73.6,3.3478,67.1,80.2,4.5,72.7,3.159177652,66.5,78.9,4.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Gaspésie - Îles-de-la-Madeleine,2411,adults aged 18+ years,males,2015-2018,26340,35677,73.8,1.9212,70.1,77.6,2.6,70.9,2.165164853,66.7,75.2,3.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Chaudière-Appalaches,2412,adults aged 18+ years,males,2015-2018,113497,167695,67.7,1.9910,63.8,71.6,2.9,66.6,1.742304422,63.2,70,2.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Région de Laval,2413,adults aged 18+ years,males,2015-2018,106666,157500,67.7,1.7253,64.3,71.1,2.5,67,1.739480412,63.6,70.4,2.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Région de Lanaudière,2414,adults aged 18+ years,males,2015-2018,142770,193850,73.6,1.5851,70.5,76.8,2.2,73.1,1.629423715,69.9,76.3,2.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Région des Laurentides,2415,adults aged 18+ years,males,2015-2018,161737,230616,70.1,1.5551,67.1,73.2,2.2,68.8,1.655892013,65.6,72.1,2.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Montérégie,2416,adults aged 18+ years,males,2015-2018,366371,528250,69.4,1.3446,66.7,72,1.9,68.9,1.355735701,66.3,71.6,2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,The District of Algoma HU,3526,adults aged 18+ years,males,2015-2018,30110,40828,73.7,2.3871,69.1,78.4,3.2,72,3.076999665,66,78,4.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Brant County HU,3527,adults aged 18+ years,males,2015-2018,31627,46820,67.6,2.9364,61.8,73.3,4.3,67.3,3.024785464,61.4,73.2,4.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Durham Regional HU,3530,adults aged 18+ years,males,2015-2018,172370,243050,70.9,2.6899,65.6,76.2,3.8,71.6,2.23072698,67.2,75.9,3.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Elgin-St Thomas HU,3531,adults aged 18+ years,males,2015-2018,23200,32103,72.3,2.1034,68.1,76.4,2.9,71.4,3.132435545,65.3,77.6,4.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Grey Bruce HU,3533,adults aged 18+ years,males,2015-2018,45944,59809,76.8,2.1074,72.7,81,2.7,75.7,2.39178033,71,80.4,3.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Haldimand-Norfolk HU,3534,adults aged 18+ years,males,2015-2018,30619,42485,72.1,1.7385,68.7,75.5,2.4,71.7,2.802829237,66.2,77.2,3.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,"Haliburton, Kawartha, Pine Ridge District HU",3535,adults aged 18+ years,males,2015-2018,54485,74325,73.3,2.9302,67.6,79.1,4,71.2,3.184864485,65,77.4,4.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Halton Regional HU,3536,adults aged 18+ years,males,2015-2018,145576,206588,70.5,1.9714,66.6,74.3,2.8,70.2,2.097419458,66.1,74.3,3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,City of Hamilton HU,3537,adults aged 18+ years,males,2015-2018,137839,205172,67.2,2.7135,61.9,72.5,4,68.6,2.438002896,63.8,73.3,3.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Hastings and Prince Edward Counties HU,3538,adults aged 18+ years,males,2015-2018,40746,59578,68.4,2.3422,63.8,73,3.4,67.1,2.627800195,61.9,72.2,3.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Huron County HU,3539,adults aged 18+ years,males,2015-2018,15315,21121,72.5,3.1871,66.3,78.8,4.4,70.8,3.220093619,64.5,77.1,4.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Chatham-Kent HU,3540,adults aged 18+ years,males,2015-2018,30331,38712,78.3,2.9033,72.7,84,3.7,79,2.320079427,74.5,83.6,2.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,"Kingston, Frontenac and Lennox and Addington HU",3541,adults aged 18+ years,males,2015-2018,53205,74306,71.6,2.3458,67,76.2,3.3,72.4,2.304811521,67.9,76.9,3.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Lambton HU,3542,adults aged 18+ years,males,2015-2018,32704,46894,69.7,2.3908,65,74.4,3.4,67.7,2.776443762,62.2,73.1,4.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,"Leeds, Grenville and Lanark District HU",3543,adults aged 18+ years,males,2015-2018,48142,63711,75.6,2.3921,70.9,80.3,3.2,73.1,2.786506625,67.6,78.5,3.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Middlesex-London HU,3544,adults aged 18+ years,males,2015-2018,118161,169797,69.6,1.9956,65.7,73.5,2.9,70.4,2.248573488,66,74.8,3.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Niagara Regional Area HU,3546,adults aged 18+ years,males,2015-2018,117652,168500,69.8,2.2217,65.5,74.2,3.2,69.2,2.202234055,64.9,73.5,3.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,North Bay Parry Sound District HU,3547,adults aged 18+ years,males,2015-2018,35342,48316,73.1,2.5650,68.1,78.2,3.5,72.6,3.229074878,66.3,78.9,4.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Northwestern HU,3549,adults aged 18+ years,males,2015-2018,17816,24477,72.8,3.0599,66.8,78.8,4.2,72.3,3.341546721,65.7,78.8,4.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,City of Ottawa HU,3551,adults aged 18+ years,males,2015-2018,251032,358032,70.1,1.8284,66.5,73.7,2.6,70.3,1.771818287,66.8,73.8,2.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Oxford County HU,3552,adults aged 18+ years,males,2015-2018,30134,41413,72.8,2.0418,68.8,76.8,2.8,72.5,2.515197865,67.6,77.4,3.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Peel Regional HU,3553,adults aged 18+ years,males,2015-2018,360623,525616,68.6,1.9493,64.8,72.4,2.8,69.4,1.731977629,66,72.8,2.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Perth District HU,3554,adults aged 18+ years,males,2015-2018,20933,28883,72.5,2.3215,67.9,77,3.2,71.4,2.475315821,66.5,76.2,3.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Peterborough County-City HU,3555,adults aged 18+ years,males,2015-2018,38128,52440,72.7,2.6921,67.4,78,3.7,72.8,3.090331285,66.7,78.9,4.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Porcupine HU,3556,adults aged 18+ years,males,2015-2018,22089,30816,71.7,2.9008,66,77.4,4,71.6,2.768773241,66.2,77.1,3.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Renfrew County and District HU,3557,adults aged 18+ years,males,2015-2018,29368,36453,80.6,2.2345,76.2,84.9,2.8,79.5,2.791722297,74,84.9,3.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Eastern Ontario HU,3558,adults aged 18+ years,males,2015-2018,56027,74721,75,2.2882,70.5,79.5,3.1,74.4,2.885727458,68.8,80.1,3.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Simcoe Muskoka District HU,3560,adults aged 18+ years,males,2015-2018,144788,211715,68.4,2.0194,64.4,72.4,3,67.6,2.068973398,63.5,71.6,3.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Sudbury and District HU,3561,adults aged 18+ years,males,2015-2018,53710,71596,75,2.2484,70.6,79.4,3,74.4,2.476134632,69.5,79.2,3.3
