Indicator,Indicator_ID,Indicator_Measure,Indicator_Measure_ID,Geography,Geography_ID,Geo_Label,GEO_Code,Age_Groups,Age_Groups_ID,Sex,Sex_ID,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,CV_Cr_Interpret,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR,CV_ASR_Interpret
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Région de Lanaudière,2414,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,36.4,1,,,,,36.7,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Région des Laurentides,2415,youth aged 12-17 years,2,both sexes,1,2015-2018,2448,19984,12.3,3.3605,5.7,18.8,27.4,2,9.5,2.582889872,4.4,14.5,27.2,2
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Montérégie,2416,youth aged 12-17 years,2,both sexes,1,2015-2018,6967,42354,16.4,3.3644,9.8,23.1,20.5,2,11.4,2.237019896,7.1,15.8,19.6,2
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,The District of Algoma HU,3526,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,63,1,,,,,64.3,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Brant County HU,3527,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,67.2,1,,,,,68.1,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Durham Regional HU,3530,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,39.7,1,,,,,38.3,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Elgin-St Thomas HU,3531,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,49.6,1,,,,,49.6,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Grey Bruce HU,3533,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,45.1,1,,,,,44.3,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Haldimand-Norfolk HU,3534,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,103.8,1,,,,,100,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,"Haliburton, Kawartha, Pine Ridge District HU",3535,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,44,1,,,,,43,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Halton Regional HU,3536,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,57.8,1,,,,,58.9,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,City of Hamilton HU,3537,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,52.8,1,,,,,53.1,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Hastings and Prince Edward Counties HU,3538,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,46.9,1,,,,,45.4,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Huron County HU,3539,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,48.3,1,,,,,42.3,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Chatham-Kent HU,3540,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,52.5,1,,,,,53.8,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,"Kingston, Frontenac and Lennox and Addington HU",3541,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,42.5,1,,,,,42.7,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Lambton HU,3542,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,39.9,1,,,,,39.1,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,"Leeds, Grenville and Lanark District HU",3543,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,50.7,1,,,,,50.3,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Middlesex-London HU,3544,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,40.7,1,,,,,37.3,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Niagara Regional Area HU,3546,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,51.6,1,,,,,50.8,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,North Bay Parry Sound District HU,3547,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,52.2,1,,,,,51.7,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Northwestern HU,3549,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,36.3,1,,,,,35.5,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,City of Ottawa HU,3551,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,37.1,1,,,,,41.3,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Oxford County HU,3552,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,70.2,1,,,,,70,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Peel Regional HU,3553,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,123.8,1,,,,,122.4,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Perth District HU,3554,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,59.1,1,,,,,59.3,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Peterborough County-City HU,3555,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,51.3,1,,,,,50.8,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Porcupine HU,3556,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,42.7,1,,,,,40.9,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Renfrew County and District HU,3557,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,54.5,1,,,,,53.7,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Eastern Ontario HU,3558,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,48.9,1,,,,,49.8,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Simcoe Muskoka District HU,3560,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,48.5,1,,,,,46.7,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Sudbury and District HU,3561,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,47.3,1,,,,,44.7,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Thunder Bay District HU,3562,youth aged 12-17 years,2,both sexes,1,2015-2018,1027,3347,30.7,8.9633,13.1,48.3,29.2,2,24.2,8.463977527,7.6,40.8,35,2
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Timiskaming HU,3563,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,27.4,1,,,,,22,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Waterloo HU,3565,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,48.3,1,,,,,47.3,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Wellington-Dufferin-Guelph HU,3566,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,87.3,1,,,,,89,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Windsor-Essex County HU,3568,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,57.1,1,,,,,57.4,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,York Regional HU,3570,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,46.4,1,,,,,44.1,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,City of Toronto HU,3595,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,40.1,1,,,,,40.8,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Winnipeg RHA,4601,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,43.2,1,,,,,43.2,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Prairie Mountain Health,4602,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,40,1,,,,,39.3,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Interlake-Eastern Regional Health,4603,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,67.7,1,,,,,69.7,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Northern RHA,4604,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,74.1,1,,,,,83.3,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Southern Health,4605,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,103.7,1,,,,,103.7,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Sun Country RHA,4701,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,49.6,1,,,,,46.9,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Five Hills RHA,4702,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,78.7,1,,,,,80.7,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Cypress RHA,4703,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,63.1,1,,,,,60,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Regina Qu'Appelle RHA,4704,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,49.3,1,,,,,49.6,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Sunrise RHA,4705,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,38.2,1,,,,,62.7,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Saskatoon RHA,4706,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,37.9,1,,,,,38.2,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Heartland RHA,4707,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,57.1,1,,,,,55.6,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Kelsey Trail RHA,4708,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,,1,,,,,,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Prince Albert Parkland RHA,4709,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,43.6,1,,,,,43,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Prairie North RHA,4710,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,46.5,1,,,,,44.6,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Mamawetan/Keewatin/Athabasca,4714,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,146.9,1,,,,,143.7,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,South Zone,4831,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,36,1,,,,,35.2,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Calgary Zone,4832,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,41.8,1,,,,,41.5,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Central Zone,4833,youth aged 12-17 years,2,both sexes,1,2015-2018,1800,14734,12.2,3.3397,5.7,18.8,27.3,2,8.4,2.266075058,4,12.9,27,2
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Edmonton Zone,4834,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,41.9,1,,,,,42.3,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,North Zone,4835,youth aged 12-17 years,2,both sexes,1,2015-2018,1923,11776,16.3,4.0107,8.5,24.2,24.6,2,11.4,2.718950545,6,16.7,23.9,2
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,East Kootenay HSDA,5911,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,38.8,1,,,,,38.3,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Kootenay-Boundary HSDA,5912,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,36.7,1,,,,,36.7,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Okanagan HSDA,5913,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,67.2,1,,,,,68.6,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Thompson/Cariboo HSDA,5914,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,39.6,1,,,,,39.2,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Fraser East HSDA,5921,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,103.6,1,,,,,101.8,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Fraser North HSDA,5922,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,120.9,1,,,,,126.4,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Fraser South HSDA,5923,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,59.7,1,,,,,60.7,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Richmond HSDA,5931,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,,1,,,,,,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Vancouver HSDA,5932,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,58.8,1,,,,,58.3,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,North Shore/Coast Garibaldi HSDA,5933,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,39.1,1,,,,,35.6,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,South Vancouver Island HSDA,5941,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,78.4,1,,,,,75.6,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Central Vancouver Island HSDA,5942,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,48,1,,,,,47.8,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,North Vancouver Island HSDA,5943,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,48.5,1,,,,,47.1,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Northwest HSDA,5951,youth aged 12-17 years,2,both sexes,1,2015-2018,469,1995,23.5,8.1529,7.5,39.5,34.7,2,20.2,5.923432312,8.6,31.8,29.3,2
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Northern Interior HSDA,5952,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,54.5,1,,,,,66,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Northeast HSDA,5953,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,36.7,1,,,,,36.9,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,YUKON,6001,youth aged 12-17 years,2,both sexes,1,2015-2018,156,937,16.7,3.8241,9.2,24.2,22.9,2,14.5,3.982199296,6.7,22.3,27.5,2
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,NORTHWEST TERRITORIES,6101,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,38.5,1,,,,,54.8,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,NUNAVUT,6201,youth aged 12-17 years,2,both sexes,1,2015-2018,,,,,,,74.9,1,,,,,76.3,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,CANADA,0,youth aged 12-17 years,2,males,2,2015-2018,42363,401231,10.6,0.7931,9,12.1,7.5,3,7.5,0.5556675835,6.4,8.5,7.4,3
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Eastern Regional,1011,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,68.4,1,,,,,66.6,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Central Regional,1012,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,48.9,1,,,,,45.4,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Western Regional,1013,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,53.1,1,,,,,53.3,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Labrador-Grenfell Regional,1014,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,130.8,1,,,,,136.5,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Prince Edward Island,1100,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,31.9,1,,,,,31,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Zone 1 - Western,1201,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,35.3,1,,,,,34.1,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Zone 2 - Northern,1202,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,110.5,1,,,,,109.7,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Zone 3 - Eastern,1203,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,103.6,1,,,,,99.2,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Zone 4 - Central,1204,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,42.8,1,,,,,42.6,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Zone 1 (Moncton area),1301,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,61.7,1,,,,,61.5,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Zone 2 (Saint John area),1302,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,115,1,,,,,116.9,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Zone 3 (Fredericton area),1303,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,63.2,1,,,,,63.4,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Zone 4 (Edmundston area),1304,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,,1,,,,,,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Zone 5 (Campbellton area),1305,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,60.8,1,,,,,60.6,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Zone 6 (Bathurst area),1306,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,102.2,1,,,,,102,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Zone 7 (Miramichi area),1307,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,64,1,,,,,68.1,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Bas-Saint-Laurent,2401,youth aged 12-17 years,2,males,2,2015-2018,692,3574,19.3,5.2897,9,29.7,27.3,2,16.1,4.075501107,8.1,24.1,25.3,2
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Saguenay - Lac-Saint-Jean,2402,youth aged 12-17 years,2,males,2,2015-2018,702,4302,16.3,4.6651,7.2,25.5,28.6,2,13.1,3.757690818,5.7,20.4,28.7,2
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Capitale-Nationale,2403,youth aged 12-17 years,2,males,2,2015-2018,1742,11151,15.6,4.4137,7,24.3,28.3,2,12.3,3.408950981,5.6,19,27.7,2
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Mauricie et du Centre-du-Québec,2404,youth aged 12-17 years,2,males,2,2015-2018,1269,5932,21.4,5.7136,10.2,32.6,26.7,2,17.3,5.836923105,5.9,28.8,33.7,2
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,L'Estrie,2405,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,46,1,,,,,46.3,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Région de Montréal,2406,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,59.5,1,,,,,59,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,L'Outaouais,2407,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,36.9,1,,,,,35.8,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,L'Abitibi-Témiscamingue,2408,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,36.1,1,,,,,37.7,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Côte-Nord,2409,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,44.4,1,,,,,42.6,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Nord-du-Québec,2410,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,48.7,1,,,,,47.1,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Gaspésie - Îles-de-la-Madeleine,2411,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,28.3,1,,,,,31.4,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Chaudière-Appalaches,2412,youth aged 12-17 years,2,males,2,2015-2018,1592,7520,21.2,5.3821,10.6,31.7,25.4,2,14.5,3.656525765,7.3,21.7,25.2,2
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Région de Laval,2413,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,,1,,,,,,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Région de Lanaudière,2414,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,43.8,1,,,,,42.1,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Région des Laurentides,2415,youth aged 12-17 years,2,males,2,2015-2018,1995,11144,17.9,5.5572,7,28.8,31,2,13.8,4.247312739,5.4,22.1,30.8,2
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Montérégie,2416,youth aged 12-17 years,2,males,2,2015-2018,2927,20367,14.4,4.4643,5.6,23.1,31.1,2,9.3,2.825538175,3.8,14.8,30.4,2
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,The District of Algoma HU,3526,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,,1,,,,,,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Brant County HU,3527,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,68.5,1,,,,,69.5,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Durham Regional HU,3530,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,69.6,1,,,,,68.5,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Elgin-St Thomas HU,3531,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,82.5,1,,,,,85.9,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Grey Bruce HU,3533,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,84.2,1,,,,,88.2,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Haldimand-Norfolk HU,3534,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,,1,,,,,,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,"Haliburton, Kawartha, Pine Ridge District HU",3535,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,38.6,1,,,,,36.2,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Halton Regional HU,3536,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,74.2,1,,,,,75.6,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,City of Hamilton HU,3537,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,97.4,1,,,,,99.4,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Hastings and Prince Edward Counties HU,3538,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,49.8,1,,,,,49.6,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Huron County HU,3539,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,59,1,,,,,59,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Chatham-Kent HU,3540,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,54.3,1,,,,,58.3,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,"Kingston, Frontenac and Lennox and Addington HU",3541,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,65.3,1,,,,,67.4,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,Lambton HU,3542,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,65.7,1,,,,,65,1
Alcohol heavy drinking,5,Prevalence (%) of alcohol heavy drinking,8,Health Regions,2,"Leeds, Grenville and Lanark District HU",3543,youth aged 12-17 years,2,males,2,2015-2018,,,,,,,62.9,1,,,,,63.8,1
