Indicator,Indicator_ID,Indicator_Measure,Indicator_Measure_ID,Geography,Geography_ID,Geo_Label,GEO_Code,Age_Groups,Age_Groups_ID,Sex,Sex_ID,SDOH,SDOH_ID,SDOH_Cat,SDOH_Cat_ID,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,CV_Cr_Interpret,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR,CV_ASR_Interpret,N,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Central Regional,1012,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,7432,20194,36.8,3.7631,29.4,44.2,10.2,3,*,*,*,*,*,1,106,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Central Regional,1012,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,7061,14570,48.5,3.8396,40.9,56,7.9,3,*,*,*,*,*,1,114,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Western Regional,1013,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,8088,16889,47.9,4.5787,38.9,56.9,9.6,3,*,*,*,*,*,1,93,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Western Regional,1013,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,5706,14437,39.5,4.8460,30,49,12.3,3,*,*,*,*,*,1,99,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Labrador-Grenfell Regional,1014,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,3804,8573,44.4,4.7077,35.1,53.6,10.6,3,*,*,*,*,*,1,92,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Labrador-Grenfell Regional,1014,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,2216,3793,58.4,7.9899,42.7,74.1,13.7,3,*,*,*,*,*,1,75,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Prince Edward Island,1100,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,9739,34546,28.2,1.9649,24.3,32,7,3,*,*,*,*,*,1,227,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Prince Edward Island,1100,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,7258,21322,34,2.4511,29.2,38.8,7.2,3,*,*,*,*,*,1,191,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 1 - Western,1201,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,14076,47747,29.5,3.0019,23.6,35.4,10.2,3,*,*,*,*,*,1,152,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 1 - Western,1201,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,12617,28456,44.3,3.7834,36.9,51.8,8.5,3,*,*,*,*,*,1,147,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 2 - Northern,1202,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,10953,33860,32.3,2.8877,26.7,38,8.9,3,*,*,*,*,*,1,137,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 2 - Northern,1202,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,9694,20479,47.3,3.5803,40.3,54.4,7.6,3,*,*,*,*,*,1,136,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 3 - Eastern,1203,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,11756,33335,35.3,3.4940,28.4,42.1,9.9,3,*,*,*,*,*,1,126,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 3 - Eastern,1203,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,10515,25657,41,3.4652,34.2,47.8,8.5,3,*,*,*,*,*,1,158,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 4 - Central,1204,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,32229,114470,28.2,2.0203,24.2,32.1,7.2,3,*,*,*,*,*,1,170,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 4 - Central,1204,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,17204,59881,28.7,2.8189,23.2,34.3,9.8,3,*,*,*,*,*,1,121,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 1 (Moncton area),1301,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,20224,51926,38.9,3.8638,31.4,46.5,9.9,3,*,*,*,*,*,1,92,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 1 (Moncton area),1301,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,11330,29373,38.6,4.4630,29.8,47.3,11.6,3,*,*,*,*,*,1,72,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 2 (Saint John area),1302,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,14099,36699,38.4,3.7470,31.1,45.8,9.8,3,*,*,*,*,*,1,93,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 2 (Saint John area),1302,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,13491,28846,46.8,4.9178,37.1,56.4,10.5,3,*,*,*,*,*,1,90,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 3 (Fredericton area),1303,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,13770,39733,34.7,3.4607,27.9,41.4,10,3,*,*,*,*,*,1,90,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 3 (Fredericton area),1303,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,8747,25036,34.9,4.4622,26.2,43.7,12.8,3,*,*,*,*,*,1,59,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 4 (Edmundston area),1304,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,2775,9896,28,5.7274,16.8,39.3,20.4,2,*,*,*,*,*,1,28,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 4 (Edmundston area),1304,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,4490,9053,49.6,6.7529,36.3,62.8,13.6,3,*,*,*,*,*,1,44,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 5 (Campbellton area),1305,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,2083,5110,40.8,7.6104,25.8,55.7,18.7,2,*,*,*,*,*,1,40,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 5 (Campbellton area),1305,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,1577,4031,39.1,6.5568,26.3,52,16.8,2,*,*,*,*,*,1,39,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 6 (Bathurst area),1306,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,6009,15617,38.5,5.1491,28.4,48.6,13.4,3,*,*,*,*,*,1,54,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 6 (Bathurst area),1306,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,4538,14173,32,3.6530,24.8,39.2,11.4,3,*,*,*,*,*,1,51,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 7 (Miramichi area),1307,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,3193,8275,38.6,5.1993,28.4,48.8,13.5,3,*,*,*,*,*,1,55,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 7 (Miramichi area),1307,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,4203,7447,56.4,5.5169,45.6,67.3,9.8,3,*,*,*,*,*,1,57,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Bas-Saint-Laurent,2401,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,9514,44639,21.3,2.6394,16.1,26.5,12.4,3,*,*,*,*,*,1,89,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Bas-Saint-Laurent,2401,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,9240,34270,27,3.0279,21,32.9,11.2,3,*,*,*,*,*,1,107,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Saguenay - Lac-Saint-Jean,2402,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,12408,59833,20.7,2.7606,15.3,26.2,13.3,3,*,*,*,*,*,1,103,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Saguenay - Lac-Saint-Jean,2402,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,11811,45790,25.8,2.3179,21.2,30.3,9,3,*,*,*,*,*,1,125,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Capitale-Nationale,2403,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,32408,159159,20.4,2.5469,15.4,25.4,12.5,3,*,*,*,*,*,1,135,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Capitale-Nationale,2403,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,28373,133794,21.2,2.1058,17.1,25.3,9.9,3,*,*,*,*,*,1,142,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Mauricie et du Centre-du-Qu‚bec,2404,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,20750,98458,21.1,2.1234,16.9,25.2,10.1,3,*,*,*,*,*,1,105,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Mauricie et du Centre-du-Qu‚bec,2404,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,27392,95371,28.7,2.7521,23.3,34.1,9.6,3,*,*,*,*,*,1,161,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,L'Estrie,2405,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,23431,100700,23.3,2.9822,17.4,29.1,12.8,3,*,*,*,*,*,1,107,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,L'Estrie,2405,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,20856,81725,25.5,3.2407,19.2,31.9,12.7,3,*,*,*,*,*,1,136,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,R‚gion de Montr‚al,2406,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,54069,300176,18,1.8057,14.5,21.6,10,3,*,*,*,*,*,1,129,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,R‚gion de Montr‚al,2406,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,103492,464239,22.3,1.5827,19.2,25.4,7.1,3,*,*,*,*,*,1,316,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,L'Outaouais,2407,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,21438,91283,23.5,2.3353,18.9,28.1,9.9,3,*,*,*,*,*,1,142,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,L'Outaouais,2407,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,15446,53411,28.9,3.3939,22.3,35.6,11.7,3,*,*,*,*,*,1,100,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,L'Abitibi-T‚miscamingue,2408,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,10051,31950,31.5,2.9631,25.6,37.3,9.4,3,*,*,*,*,*,1,127,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,L'Abitibi-T‚miscamingue,2408,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,8734,20963,41.7,3.7368,34.3,49,9,3,*,*,*,*,*,1,124,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,C“te-Nord,2409,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,5811,19714,29.5,3.0579,23.5,35.5,10.4,3,*,*,*,*,*,1,134,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,C“te-Nord,2409,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,3737,10064,37.1,4.1994,28.9,45.4,11.3,3,*,*,*,*,*,1,87,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Nord-du-Qu‚bec,2410,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,1050,3460,30.4,4.9415,20.7,40,16.3,2,*,*,*,*,*,1,53,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Nord-du-Qu‚bec,2410,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,536,1485,36.1,4.0676,28.1,44.1,11.3,3,*,*,*,*,*,1,38,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Gasp‚sie - ×les-de-la-Madeleine,2411,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,5838,21144,27.6,3.3824,21,34.2,12.3,3,*,*,*,*,*,1,105,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Gasp‚sie - ×les-de-la-Madeleine,2411,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,5563,15104,36.8,3.4688,30,43.6,9.4,3,*,*,*,*,*,1,117,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,ChaudiŠre-Appalaches,2412,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,14338,88704,16.2,2.0123,12.2,20.1,12.4,3,*,*,*,*,*,1,93,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,ChaudiŠre-Appalaches,2412,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,15898,70301,22.6,2.6190,17.5,27.8,11.6,3,*,*,*,*,*,1,120,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,R‚gion de Laval,2413,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,14215,75420,18.8,2.8453,13.3,24.4,15.1,2,*,*,*,*,*,1,93,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,R‚gion de Laval,2413,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,26731,90633,29.5,2.9692,23.7,35.3,10.1,3,*,*,*,*,*,1,159,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,R‚gion de LanaudiŠre,2414,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,25245,106549,23.7,2.4903,18.8,28.6,10.5,3,*,*,*,*,*,1,131,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,R‚gion de LanaudiŠre,2414,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,28083,79787,35.2,3.6108,28.1,42.3,10.3,3,*,*,*,*,*,1,168,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,R‚gion des Laurentides,2415,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,26088,129572,20.1,2.2824,15.7,24.6,11.3,3,*,*,*,*,*,1,115,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,R‚gion des Laurentides,2415,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,25411,101394,25.1,2.5150,20.1,30,10,3,*,*,*,*,*,1,143,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Mont‚r‚gie,2416,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,71780,302248,23.7,2.2019,19.4,28.1,9.3,3,*,*,*,*,*,1,183,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Mont‚r‚gie,2416,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,66521,221484,30,2.4905,25.1,34.9,8.3,3,*,*,*,*,*,1,227,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,The District of Algoma HU,3526,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,8056,24801,32.5,3.4617,25.7,39.3,10.7,3,*,*,*,*,*,1,88,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,The District of Algoma HU,3526,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,6585,17109,38.5,4.6163,29.4,47.5,12,3,*,*,*,*,*,1,74,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Brant County HU,3527,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,8427,31094,27.1,3.8254,19.6,34.6,14.1,3,*,*,*,*,*,1,68,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Brant County HU,3527,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,6608,17718,37.3,5.1329,27.2,47.4,13.8,3,*,*,*,*,*,1,72,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Durham Regional HU,3530,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,34323,164980,20.8,2.4184,16.1,25.6,11.6,3,*,*,*,*,*,1,129,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Durham Regional HU,3530,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,25365,81525,31.1,4.5080,22.3,40,14.5,3,*,*,*,*,*,1,102,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Elgin-St Thomas HU,3531,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,6184,18168,34,3.8354,26.5,41.6,11.3,3,*,*,*,*,*,1,82,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Elgin-St Thomas HU,3531,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,4831,14358,33.6,3.1279,27.5,39.8,9.3,3,*,*,*,*,*,1,60,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Grey Bruce HU,3533,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,10624,41369,25.7,3.3716,19.1,32.3,13.1,3,*,*,*,*,*,1,95,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Grey Bruce HU,3533,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,7486,19626,38.1,4.2570,29.8,46.5,11.2,3,*,*,*,*,*,1,75,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Haldimand-Norfolk HU,3534,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,6227,27151,22.9,2.3084,18.4,27.5,10.1,3,*,*,*,*,*,1,72,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Haldimand-Norfolk HU,3534,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,3756,13834,27.2,5.1348,17.1,37.2,18.9,2,*,*,*,*,*,1,53,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,"Haliburton, Kawartha, Pine Ridge District HU",3535,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,14718,45160,32.6,4.3169,24.1,41.1,13.2,3,*,*,*,*,*,1,92,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,"Haliburton, Kawartha, Pine Ridge District HU",3535,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,10712,23710,45.2,5.6658,34.1,56.3,12.5,3,*,*,*,*,*,1,71,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Halton Regional HU,3536,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,30071,148185,20.3,2.4521,15.5,25.1,12.1,3,*,*,*,*,*,1,111,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Halton Regional HU,3536,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,15478,63972,24.2,3.1741,18,30.4,13.1,3,*,*,*,*,*,1,76,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,City of Hamilton HU,3537,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,24719,116652,21.2,2.8802,15.5,26.8,13.6,3,*,*,*,*,*,1,82,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,City of Hamilton HU,3537,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,27907,93087,30,3.1228,23.9,36.1,10.4,3,*,*,*,*,*,1,119,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Hastings and Prince Edward Counties HU,3538,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,8763,31213,28.1,3.6364,20.9,35.2,13,3,*,*,*,*,*,1,76,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Hastings and Prince Edward Counties HU,3538,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,11484,27784,41.3,4.2422,33,49.7,10.3,3,*,*,*,*,*,1,100,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Huron County HU,3539,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,4301,13591,31.6,4.2902,23.2,40.1,13.6,3,*,*,*,*,*,1,65,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Huron County HU,3539,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,2137,7558,28.3,4.7804,18.9,37.7,16.9,2,*,*,*,*,*,1,56,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Chatham-Kent HU,3540,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,5926,21123,28.1,4.1955,19.8,36.3,15,3,*,*,*,*,*,1,75,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Chatham-Kent HU,3540,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,6502,16813,38.7,4.8410,29.2,48.2,12.5,3,*,*,*,*,*,1,93,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,"Kingston, Frontenac and Lennox and Addington HU",3541,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,18067,58131,31.1,3.3080,24.6,37.6,10.6,3,*,*,*,*,*,1,119,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,"Kingston, Frontenac and Lennox and Addington HU",3541,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,6730,19481,34.5,5.2854,24.2,44.9,15.3,2,*,*,*,*,*,1,52,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Lambton HU,3542,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,6671,28280,23.6,3.4608,16.8,30.4,14.7,3,*,*,*,*,*,1,77,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Lambton HU,3542,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,8028,19361,41.5,4.4637,32.7,50.2,10.8,3,*,*,*,*,*,1,90,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,"Leeds, Grenville and Lanark District HU",3543,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,16109,43639,36.9,3.8810,29.3,44.5,10.5,3,*,*,*,*,*,1,116,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,"Leeds, Grenville and Lanark District HU",3543,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,8603,22324,38.5,6.0014,26.8,50.3,15.6,2,*,*,*,*,*,1,62,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Middlesex-London HU,3544,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,21569,99532,21.7,2.7975,16.2,27.2,12.9,3,*,*,*,*,*,1,89,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Middlesex-London HU,3544,adults aged 18+ years,1,females,3,Income (household),1,Below Canadian average,7,2015-2017,22034,78273,28.2,3.5505,21.2,35.1,12.6,3,*,*,*,*,*,1,99,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Niagara Regional Area HU,3546,adults aged 18+ years,1,females,3,Income (household),1,At or above Canadian average,6,2015-2017,26916,102064,26.4,2.8105,20.9,31.9,10.7,3,*,*,*,*,*,1,124,,
