Indicator,Indicator_ID,Indicator_Measure,Indicator_Measure_ID,Geography,Geography_ID,Geo_Label,GEO_Code,Age_Groups,Age_Groups_ID,Sex,Sex_ID,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,CV_Cr_Interpret,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR,CV_ASR_Interpret,N,Footnotes_ID
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Mauricie et du Centre-du-Qu‚bec,2404,adults aged 18+ years,1,both sexes,1,2015-2017,110665,393005,28.2,1.1007,26,30.3,3.9,3,27.5,1.380087693,24.8,30.2,5,3,563,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,L'Estrie,2405,adults aged 18+ years,1,both sexes,1,2015-2017,98843,367802,26.9,1.3479,24.2,29.5,5,3,26.4,1.485931869,23.5,29.3,5.6,3,491,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,R‚gion de Montr‚al,2406,adults aged 18+ years,1,both sexes,1,2015-2017,329313,1536330,21.4,0.9298,19.6,23.3,4.3,3,21.9,0.963989659,20,23.7,4.4,3,833,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,L'Outaouais,2407,adults aged 18+ years,1,both sexes,1,2015-2017,80644,291969,27.6,1.2261,25.2,30,4.4,3,27.2,1.356565725,24.6,29.9,5,3,524,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,L'Abitibi-T‚miscamingue,2408,adults aged 18+ years,1,both sexes,1,2015-2017,38734,109754,35.3,1.7473,31.9,38.7,5,3,35.1,1.761910036,31.7,38.6,5,3,490,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,C“te-Nord,2409,adults aged 18+ years,1,both sexes,1,2015-2017,20408,62333,32.7,1.7620,29.3,36.2,5.4,3,32,1.73153383,28.6,35.4,5.4,3,431,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Nord-du-Qu‚bec,2410,adults aged 18+ years,1,both sexes,1,2015-2017,3229,10759,30,3.1191,23.9,36.1,10.4,3,29.7,2.562905128,24.6,34.7,8.6,3,170,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Gasp‚sie - ×les-de-la-Madeleine,2411,adults aged 18+ years,1,both sexes,1,2015-2017,22443,72167,31.1,1.6784,27.8,34.4,5.4,3,31.2,1.999718622,27.3,35.1,6.4,3,415,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,ChaudiŠre-Appalaches,2412,adults aged 18+ years,1,both sexes,1,2015-2017,71616,326151,22,1.2289,19.5,24.4,5.6,3,21.8,1.337014868,19.1,24.4,6.1,3,461,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,R‚gion de Laval,2413,adults aged 18+ years,1,both sexes,1,2015-2017,83824,324131,25.9,1.4189,23.1,28.6,5.5,3,25.5,1.368329758,22.8,28.2,5.4,3,508,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,R‚gion de LanaudiŠre,2414,adults aged 18+ years,1,both sexes,1,2015-2017,111685,379849,29.4,1.8230,25.8,33,6.2,3,28.8,1.415726754,26,31.6,4.9,3,581,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,R‚gion des Laurentides,2415,adults aged 18+ years,1,both sexes,1,2015-2017,110051,458924,24,1.0893,21.8,26.1,4.5,3,23.6,1.317441956,21,26.2,5.6,3,510,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Mont‚r‚gie,2416,adults aged 18+ years,1,both sexes,1,2015-2017,289379,1050326,27.6,1.1554,25.3,29.8,4.2,3,27.4,1.192889508,25.1,29.8,4.4,3,776,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,The District of Algoma HU,3526,adults aged 18+ years,1,both sexes,1,2015-2017,27796,83075,33.5,1.7879,30,37,5.3,3,32.6,2.312661075,28.1,37.1,7.1,3,295,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Brant County HU,3527,adults aged 18+ years,1,both sexes,1,2015-2017,30937,96919,31.9,2.0109,28,35.9,6.3,3,32.5,2.083541651,28.4,36.5,6.4,3,275,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Durham Regional HU,3530,adults aged 18+ years,1,both sexes,1,2015-2017,127316,486806,26.2,1.7675,22.7,29.6,6.8,3,26,1.566228059,22.9,29.1,6,3,436,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Elgin-St Thomas HU,3531,adults aged 18+ years,1,both sexes,1,2015-2017,23350,65012,35.9,2.2727,31.5,40.4,6.3,3,35.3,2.343099233,30.7,39.9,6.6,3,272,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Grey Bruce HU,3533,adults aged 18+ years,1,both sexes,1,2015-2017,39924,119210,33.5,1.8947,29.8,37.2,5.7,3,33.5,1.820862771,29.9,37,5.4,3,340,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Haldimand-Norfolk HU,3534,adults aged 18+ years,1,both sexes,1,2015-2017,24167,83296,29,1.8827,25.3,32.7,6.5,3,28.8,2.009909592,24.8,32.7,7,3,273,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,"Haliburton, Kawartha, Pine Ridge District HU",3535,adults aged 18+ years,1,both sexes,1,2015-2017,50551,140292,36,2.3726,31.4,40.7,6.6,3,36.6,2.531068169,31.6,41.5,6.9,3,319,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Halton Regional HU,3536,adults aged 18+ years,1,both sexes,1,2015-2017,99263,418859,23.7,1.4327,20.9,26.5,6,3,23.5,1.440982518,20.7,26.4,6.1,3,383,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,City of Hamilton HU,3537,adults aged 18+ years,1,both sexes,1,2015-2017,110987,413679,26.8,1.7804,23.3,30.3,6.6,3,26.9,1.675713682,23.6,30.2,6.2,3,406,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Hastings and Prince Edward Counties HU,3538,adults aged 18+ years,1,both sexes,1,2015-2017,40673,118008,34.5,2.1302,30.3,38.6,6.2,3,34.1,2.31685222,29.6,38.7,6.8,3,309,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Huron County HU,3539,adults aged 18+ years,1,both sexes,1,2015-2017,12908,41669,31,2.2531,26.6,35.4,7.3,3,30.6,2.248280376,26.2,35,7.3,3,233,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Chatham-Kent HU,3540,adults aged 18+ years,1,both sexes,1,2015-2017,30572,76306,40.1,2.5095,35.1,45,6.3,3,41,2.180332499,36.7,45.2,5.3,3,331,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,"Kingston, Frontenac and Lennox and Addington HU",3541,adults aged 18+ years,1,both sexes,1,2015-2017,48221,150702,32,2.0505,28,36,6.4,3,32.3,2.103152452,28.2,36.4,6.5,3,317,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Lambton HU,3542,adults aged 18+ years,1,both sexes,1,2015-2017,28561,93517,30.5,2.2536,26.1,35,7.4,3,29.7,2.174605535,25.5,34,7.3,3,309,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,"Leeds, Grenville and Lanark District HU",3543,adults aged 18+ years,1,both sexes,1,2015-2017,46167,129048,35.8,3.0935,29.7,41.8,8.6,3,36.3,2.743628125,30.9,41.6,7.6,3,314,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Middlesex-London HU,3544,adults aged 18+ years,1,both sexes,1,2015-2017,92530,345222,26.8,1.5685,23.7,29.9,5.9,3,27.2,1.551970441,24.1,30.2,5.7,3,365,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Niagara Regional Area HU,3546,adults aged 18+ years,1,both sexes,1,2015-2017,99390,335151,29.7,1.6295,26.5,32.9,5.5,3,28.8,1.806092178,25.3,32.4,6.3,3,430,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,North Bay Parry Sound District HU,3547,adults aged 18+ years,1,both sexes,1,2015-2017,30516,94882,32.2,1.9816,28.3,36.1,6.2,3,31.7,2.447484068,26.9,36.5,7.7,3,266,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Northwestern HU,3549,adults aged 18+ years,1,both sexes,1,2015-2017,17014,47635,35.7,2.8702,30.1,41.4,8,3,35.2,2.648170429,30,40.4,7.5,3,271,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,City of Ottawa HU,3551,adults aged 18+ years,1,both sexes,1,2015-2017,166050,718645,23.1,1.3566,20.4,25.8,5.9,3,23.2,1.411464117,20.5,26,6.1,3,422,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Oxford County HU,3552,adults aged 18+ years,1,both sexes,1,2015-2017,30681,81900,37.5,2.5642,32.4,42.5,6.8,3,37.6,2.382191657,32.9,42.2,6.3,3,271,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Peel Regional HU,3553,adults aged 18+ years,1,both sexes,1,2015-2017,246860,1028516,24,1.3228,21.4,26.6,5.5,3,24.2,1.250457726,21.7,26.6,5.2,3,508,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Perth District HU,3554,adults aged 18+ years,1,both sexes,1,2015-2017,18853,56794,33.2,2.1675,28.9,37.4,6.5,3,32.7,2.565438952,27.6,37.7,7.8,3,252,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Peterborough County-City HU,3555,adults aged 18+ years,1,both sexes,1,2015-2017,37880,107956,35.1,2.7319,29.7,40.4,7.8,3,36.3,2.519719426,31.3,41.2,6.9,3,325,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Porcupine HU,3556,adults aged 18+ years,1,both sexes,1,2015-2017,22450,58922,38.1,2.5939,33,43.2,6.8,3,37.6,2.413117214,32.8,42.3,6.4,3,302,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Renfrew County and District HU,3557,adults aged 18+ years,1,both sexes,1,2015-2017,23789,74192,32.1,2.1017,27.9,36.2,6.6,3,31.7,2.460017908,26.9,36.5,7.8,3,254,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Eastern Ontario HU,3558,adults aged 18+ years,1,both sexes,1,2015-2017,47145,150491,31.3,2.3950,26.6,36,7.6,3,31.1,2.282727517,26.7,35.6,7.3,3,345,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Simcoe Muskoka District HU,3560,adults aged 18+ years,1,both sexes,1,2015-2017,129801,413582,31.4,2.2123,27,35.7,7,3,31,1.817486044,27.5,34.6,5.9,3,417,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Sudbury and District HU,3561,adults aged 18+ years,1,both sexes,1,2015-2017,47614,142681,33.4,2.0014,29.4,37.3,6,3,33,2.082875942,28.9,37,6.3,3,340,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Thunder Bay District HU,3562,adults aged 18+ years,1,both sexes,1,2015-2017,36142,104760,34.5,2.0748,30.4,38.6,6,3,34.1,2.020258423,30.2,38.1,5.9,3,351,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Timiskaming HU,3563,adults aged 18+ years,1,both sexes,1,2015-2017,9680,24300,39.8,2.5874,34.8,44.9,6.5,3,38.8,3.011511078,32.9,44.7,7.8,3,233,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Waterloo HU,3565,adults aged 18+ years,1,both sexes,1,2015-2017,119498,400170,29.9,1.8906,26.2,33.6,6.3,3,29.9,1.757503371,26.5,33.4,5.9,3,485,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Wellington-Dufferin-Guelph HU,3566,adults aged 18+ years,1,both sexes,1,2015-2017,58600,209394,28,1.6459,24.8,31.2,5.9,3,28.1,1.755498906,24.7,31.6,6.2,3,349,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Windsor-Essex County HU,3568,adults aged 18+ years,1,both sexes,1,2015-2017,98539,297044,33.2,1.6633,29.9,36.4,5,3,33,1.860081927,29.4,36.7,5.6,3,417,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,York Regional HU,3570,adults aged 18+ years,1,both sexes,1,2015-2017,171458,831437,20.6,1.3473,18,23.3,6.5,3,20.5,1.339478653,17.9,23.1,6.5,3,397,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,City of Toronto HU,3595,adults aged 18+ years,1,both sexes,1,2015-2017,422522,2165200,19.5,0.9146,17.7,21.3,4.7,3,19.8,1.036023906,17.7,21.8,5.2,3,541,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Winnipeg RHA,4601,adults aged 18+ years,1,both sexes,1,2015-2017,142250,547808,26,1.2407,23.5,28.4,4.8,3,26.1,1.130167426,23.9,28.4,4.3,3,624,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Prairie Mountain Health,4602,adults aged 18+ years,1,both sexes,1,2015-2017,41360,111587,37.1,2.1469,32.9,41.3,5.8,3,36.8,1.925720006,33,40.5,5.2,3,463,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Interlake-Eastern Regional Health,4603,adults aged 18+ years,1,both sexes,1,2015-2017,30831,83290,37,2.0563,33,41.1,5.6,3,36.3,1.910227869,32.5,40,5.3,3,437,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Northern RHA,4604,adults aged 18+ years,1,both sexes,1,2015-2017,8588,20882,41.1,2.2946,36.6,45.6,5.6,3,41,2.412529705,36.3,45.7,5.9,3,314,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Southern Health,4605,adults aged 18+ years,1,both sexes,1,2015-2017,43978,124856,35.2,1.6689,31.9,38.5,4.7,3,35.4,1.757147862,32,38.9,5,3,455,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Sun Country RHA,4701,adults aged 18+ years,1,both sexes,1,2015-2017,14773,42005,35.2,2.2130,30.8,39.5,6.3,3,34.6,2.292676522,30.1,39.1,6.6,3,191,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Five Hills RHA,4702,adults aged 18+ years,1,both sexes,1,2015-2017,12378,39870,31,3.0126,25.1,37,9.7,3,32.2,2.662712531,27,37.4,8.3,3,160,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Cypress RHA,4703,adults aged 18+ years,1,both sexes,1,2015-2017,10625,30440,34.9,3.0357,28.9,40.9,8.7,3,32.2,2.838050005,26.7,37.8,8.8,3,181,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Regina Qu'Appelle RHA,4704,adults aged 18+ years,1,both sexes,1,2015-2017,62263,207972,29.9,1.9154,26.2,33.7,6.4,3,30.3,1.932224201,26.5,34.1,6.4,3,284,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Sunrise RHA,4705,adults aged 18+ years,1,both sexes,1,2015-2017,16005,39403,40.6,3.4830,33.8,47.5,8.6,3,39.2,3.237113744,32.8,45.5,8.3,3,183,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Saskatoon RHA,4706,adults aged 18+ years,1,both sexes,1,2015-2017,77268,261804,29.5,1.8073,26,33.1,6.1,3,29.7,1.727362582,26.3,33.1,5.8,3,320,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Heartland RHA,4707,adults aged 18+ years,1,both sexes,1,2015-2017,9647,29133,33.1,3.0511,27.1,39.1,9.2,3,31.4,2.831591724,25.9,37,9,3,135,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Kelsey Trail RHA,4708,adults aged 18+ years,1,both sexes,1,2015-2017,9919,25735,38.5,3.7643,31.2,45.9,9.8,3,38.6,4.030992335,30.7,46.5,10.4,3,133,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Prince Albert Parkland RHA,4709,adults aged 18+ years,1,both sexes,1,2015-2017,18173,48892,37.2,2.6720,31.9,42.4,7.2,3,35.6,2.876685398,30,41.2,8.1,3,194,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Prairie North RHA,4710,adults aged 18+ years,1,both sexes,1,2015-2017,15307,46607,32.8,2.3842,28.2,37.5,7.3,3,33.4,2.566934005,28.4,38.4,7.7,3,162,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Mamawetan/Keewatin/Athabasca,4714,adults aged 18+ years,1,both sexes,1,2015-2017,4116,9126,45.1,5.1082,35.1,55.1,11.3,3,46,4.204073227,37.8,54.3,9.1,3,106,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,South Zone,4831,adults aged 18+ years,1,both sexes,1,2015-2017,65154,210364,31,1.1637,28.7,33.3,3.8,3,31.3,1.224547233,28.9,33.7,3.9,3,808,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Calgary Zone,4832,adults aged 18+ years,1,both sexes,1,2015-2017,291442,1203728,24.2,0.8931,22.5,26,3.7,3,24.4,0.905333924,22.6,26.2,3.7,3,1115,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Central Zone,4833,adults aged 18+ years,1,both sexes,1,2015-2017,111303,339824,32.8,1.2034,30.4,35.1,3.7,3,32.7,1.179678272,30.4,35,3.6,3,982,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Edmonton Zone,4834,adults aged 18+ years,1,both sexes,1,2015-2017,283836,1018942,27.9,1.0219,25.9,29.9,3.7,3,28.6,1.004193519,26.7,30.6,3.5,3,1226,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,North Zone,4835,adults aged 18+ years,1,both sexes,1,2015-2017,118083,305837,38.6,1.3816,35.9,41.3,3.6,3,38.3,1.302518671,35.7,40.8,3.4,3,1017,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,East Kootenay HSDA,5911,adults aged 18+ years,1,both sexes,1,2015-2017,17120,60352,28.4,2.3537,23.7,33,8.3,3,28.4,2.616807514,23.3,33.5,9.2,3,239,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Kootenay-Boundary HSDA,5912,adults aged 18+ years,1,both sexes,1,2015-2017,17078,60858,28.1,2.4173,23.3,32.8,8.6,3,26.4,2.32994163,21.8,31,8.8,3,220,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Okanagan HSDA,5913,adults aged 18+ years,1,both sexes,1,2015-2017,65371,266532,24.5,1.9489,20.7,28.4,7.9,3,24,1.724732234,20.6,27.3,7.2,3,339,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Thompson/Cariboo HSDA,5914,adults aged 18+ years,1,both sexes,1,2015-2017,46893,163009,28.8,1.8743,25.1,32.4,6.5,3,28,1.866791934,24.4,31.7,6.7,3,343,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Fraser East HSDA,5921,adults aged 18+ years,1,both sexes,1,2015-2017,64834,207747,31.2,1.8714,27.5,34.9,6,3,31.1,1.884443542,27.4,34.8,6.1,3,359,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Fraser North HSDA,5922,adults aged 18+ years,1,both sexes,1,2015-2017,104714,502985,20.8,1.4664,17.9,23.7,7,3,21.1,1.599433678,18,24.3,7.6,3,345,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Fraser South HSDA,5923,adults aged 18+ years,1,both sexes,1,2015-2017,151676,585818,25.9,1.5740,22.8,29,6.1,3,26.1,1.408330993,23.3,28.8,5.4,3,446,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Richmond HSDA,5931,adults aged 18+ years,1,both sexes,1,2015-2017,18353,164910,11.1,1.1644,8.8,13.4,10.5,3,11.3,1.302494837,8.8,13.9,11.5,3,129,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Vancouver HSDA,5932,adults aged 18+ years,1,both sexes,1,2015-2017,56069,538661,10.4,1.1654,8.1,12.7,11.2,3,11,1.140203674,8.8,13.2,10.4,3,199,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,North Shore/Coast Garibaldi HSDA,5933,adults aged 18+ years,1,both sexes,1,2015-2017,32117,203748,15.8,1.7488,12.3,19.2,11.1,3,15.4,1.656425335,12.1,18.6,10.8,3,204,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,South Vancouver Island HSDA,5941,adults aged 18+ years,1,both sexes,1,2015-2017,57948,293063,19.8,1.5097,16.8,22.7,7.6,3,19.9,1.525003699,17,22.9,7.7,3,276,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Central Vancouver Island HSDA,5942,adults aged 18+ years,1,both sexes,1,2015-2017,45057,200305,22.5,1.7804,19,26,7.9,3,21.6,1.78072261,18.1,25.1,8.2,3,281,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,North Vancouver Island HSDA,5943,adults aged 18+ years,1,both sexes,1,2015-2017,25995,87251,29.8,1.9348,26,33.6,6.5,3,28.7,2.272032871,24.3,33.2,7.9,3,272,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Northwest HSDA,5951,adults aged 18+ years,1,both sexes,1,2015-2017,13713,43229,31.7,2.8767,26.1,37.4,9.1,3,31.8,2.523064979,26.9,36.8,7.9,3,236,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Northern Interior HSDA,5952,adults aged 18+ years,1,both sexes,1,2015-2017,32325,96984,33.3,1.9114,29.6,37.1,5.7,3,33.3,1.914745749,29.5,37,5.7,3,330,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Northeast HSDA,5953,adults aged 18+ years,1,both sexes,1,2015-2017,17393,47204,36.8,3.2155,30.5,43.2,8.7,3,38.4,2.338436156,33.8,43,6.1,3,266,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Yukon,6001,adults aged 18+ years,1,both sexes,1,2015-2017,9679.56,27655.54,35,2.2685,30.5,39.5,6.5,3,34.6,2.243825591,30.2,39,6.5,3,230,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Nothwest Territories,6101,adults aged 18+ years,1,both sexes,1,2015-2017,11747.41,29579.09,39.7,2.2158,35.4,44.1,5.6,3,39.9,2.221125057,35.6,44.3,5.6,3,275,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Nunavut,6201,adults aged 18+ years,1,both sexes,1,2015-2017,6750.53,20480.06,33,2.1926,28.7,37.3,6.7,3,34,3.354730127,27.5,40.6,9.9,3,210,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Canada,0,adults aged 18+ years,1,males,2,2015-2017,3735938,13358323,28,0.2887,27.4,28.5,1,3,27.9,0.281655258,27.4,28.5,1,3,19519,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Eastern Regional,1011,adults aged 18+ years,1,males,2,2015-2017,51132,121092,42.2,2.1836,37.9,46.5,5.2,3,42.3,2.219363148,37.9,46.6,5.2,3,279,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Central Regional,1012,adults aged 18+ years,1,males,2,2015-2017,13915,34811,40,2.9150,34.3,45.7,7.3,3,40.5,3.330282801,34,47,8.2,3,174,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Western Regional,1013,adults aged 18+ years,1,males,2,2015-2017,13398,28968,46.3,3.9201,38.6,53.9,8.5,3,46.5,3.616195467,39.4,53.6,7.8,3,173,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Labrador-Grenfell Regional,1014,adults aged 18+ years,1,males,2,2015-2017,5978,13391,44.6,3.6169,37.5,51.7,8.1,3,43.8,3.314042507,37.4,50.3,7.6,3,142,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Prince Edward Island,1100,adults aged 18+ years,1,males,2,2015-2017,17096,54136,31.6,1.8116,28,35.1,5.7,3,31.4,1.803536966,27.9,35,5.7,3,314,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 1 - Western,1201,adults aged 18+ years,1,males,2,2015-2017,28126,71440,39.4,2.2805,34.9,43.8,5.8,3,39.5,2.457612262,34.7,44.3,6.2,3,280,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 2 - Northern,1202,adults aged 18+ years,1,males,2,2015-2017,20803,53741,38.7,2.4658,33.9,43.5,6.4,3,38.2,2.751188547,32.8,43.6,7.2,3,218,1|3
