Indicator,Indicator_ID,Indicator_Measure,Indicator_Measure_ID,Geography,Geography_ID,Geo_Label,GEO_Code,Age_Groups,Age_Groups_ID,Sex,Sex_ID,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,CV_Cr_Interpret,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR,CV_ASR_Interpret,N,Footnotes_ID
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Montérégie,2416,adults aged 18+ years,1,females,3,2015-2018,145960,525639,27.8,1.5408,24.7,30.8,5.5,3,27.5,1.439407523,24.7,30.3,5.2,3,566,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,The District of Algoma HU,3526,adults aged 18+ years,1,females,3,2015-2018,15649,42692,36.7,2.0455,32.6,40.7,5.6,3,35.5,2.991343518,29.6,41.3,8.4,3,218,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Brant County HU,3527,adults aged 18+ years,1,females,3,2015-2018,15971,48936,32.6,2.6725,27.4,37.9,8.2,3,33.3,2.566149031,28.2,38.3,7.7,3,192,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Durham Regional HU,3530,adults aged 18+ years,1,females,3,2015-2018,65060,250686,26,2.0085,22,29.9,7.7,3,25.4,1.905579383,21.7,29.2,7.5,3,321,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Elgin-St Thomas HU,3531,adults aged 18+ years,1,females,3,2015-2018,11388,32656,34.9,1.7600,31.4,38.3,5,3,34.4,2.816480311,28.8,39.9,8.2,3,185,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Grey Bruce HU,3533,adults aged 18+ years,1,females,3,2015-2018,18053,60953,29.6,2.0815,25.5,33.7,7,3,29.2,2.152564102,25,33.4,7.4,3,223,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Haldimand-Norfolk HU,3534,adults aged 18+ years,1,females,3,2015-2018,10505,41676,25.2,2.4059,20.5,29.9,9.5,3,24.8,2.493753917,19.9,29.7,10.1,3,164,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,"Haliburton, Kawartha, Pine Ridge District HU",3535,adults aged 18+ years,1,females,3,2015-2018,24734,68752,36,3.0098,30.1,41.9,8.4,3,36.6,3.31516246,30.1,43.1,9.1,3,220,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Halton Regional HU,3536,adults aged 18+ years,1,females,3,2015-2018,43309,211199,20.5,1.6166,17.3,23.7,7.9,3,20.2,1.624657516,17,23.4,8,3,244,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,City of Hamilton HU,3537,adults aged 18+ years,1,females,3,2015-2018,56509,209082,27,1.7771,23.5,30.5,6.6,3,26.8,1.966904036,23,30.7,7.3,3,276,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Hastings and Prince Edward Counties HU,3538,adults aged 18+ years,1,females,3,2015-2018,21719,59660,36.4,2.8354,30.8,42,7.8,3,36.7,2.771899864,31.3,42.2,7.6,3,233,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Huron County HU,3539,adults aged 18+ years,1,females,3,2015-2018,7112,20965,33.9,3.2158,27.6,40.2,9.5,3,33.8,3.123959301,27.6,39.9,9.2,3,179,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Chatham-Kent HU,3540,adults aged 18+ years,1,females,3,2015-2018,12062,37678,32,2.5977,26.9,37.1,8.1,3,32.7,2.656497764,27.5,37.9,8.1,3,210,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,"Kingston, Frontenac and Lennox and Addington HU",3541,adults aged 18+ years,1,females,3,2015-2018,24884,78177,31.8,2.5840,26.8,36.9,8.1,3,32.2,2.671140928,27,37.4,8.3,3,237,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Lambton HU,3542,adults aged 18+ years,1,females,3,2015-2018,14610,47600,30.7,2.8623,25.1,36.3,9.3,3,30.5,2.725919683,25.1,35.8,8.9,3,217,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,"Leeds, Grenville and Lanark District HU",3543,adults aged 18+ years,1,females,3,2015-2018,23030,65107,35.4,2.9041,29.7,41.1,8.2,3,35.7,3.046905528,29.7,41.7,8.5,3,241,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Middlesex-London HU,3544,adults aged 18+ years,1,females,3,2015-2018,42742,178759,23.9,2.1536,19.7,28.1,9,3,24.5,1.940920671,20.7,28.3,7.9,3,239,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Niagara Regional Area HU,3546,adults aged 18+ years,1,females,3,2015-2018,54769,172578,31.7,2.0291,27.8,35.7,6.4,3,30.4,2.298543112,25.9,34.9,7.6,3,326,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,North Bay Parry Sound District HU,3547,adults aged 18+ years,1,females,3,2015-2018,14960,47721,31.3,2.3405,26.8,35.9,7.5,3,31,3.139324279,24.9,37.2,10.1,3,176,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Northwestern HU,3549,adults aged 18+ years,1,females,3,2015-2018,8396,23043,36.4,2.6878,31.2,41.7,7.4,3,35.5,2.850902464,29.9,41.1,8,3,199,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,City of Ottawa HU,3551,adults aged 18+ years,1,females,3,2015-2018,86534,364511,23.7,1.5318,20.7,26.7,6.5,3,23.6,1.539902933,20.6,26.6,6.5,3,315,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Oxford County HU,3552,adults aged 18+ years,1,females,3,2015-2018,13846,41079,33.7,2.5747,28.7,38.8,7.6,3,34.1,2.741838677,28.7,39.5,8,3,185,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Peel Regional HU,3553,adults aged 18+ years,1,females,3,2015-2018,117334,512110,22.9,1.8842,19.2,26.6,8.2,3,23.2,1.65892557,20,26.5,7.2,3,320,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Perth District HU,3554,adults aged 18+ years,1,females,3,2015-2018,10030,28775,34.9,2.6661,29.6,40.1,7.6,3,34.5,2.863649007,28.9,40.1,8.3,3,178,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Peterborough County-City HU,3555,adults aged 18+ years,1,females,3,2015-2018,17882,56309,31.8,2.6544,26.5,37,8.4,3,31,2.905738932,25.3,36.7,9.4,3,221,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Porcupine HU,3556,adults aged 18+ years,1,females,3,2015-2018,10519,29199,36,2.9510,30.2,41.8,8.2,3,35.3,2.764580117,29.9,40.7,7.8,3,208,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Renfrew County and District HU,3557,adults aged 18+ years,1,females,3,2015-2018,11942,38609,30.9,2.5925,25.8,36,8.4,3,30.5,2.779563417,25,35.9,9.1,3,182,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Eastern Ontario HU,3558,adults aged 18+ years,1,females,3,2015-2018,26494,78147,33.9,2.5989,28.8,39,7.7,3,33.2,2.691800154,27.9,38.5,8.1,3,266,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Simcoe Muskoka District HU,3560,adults aged 18+ years,1,females,3,2015-2018,66618,206805,32.2,2.1335,28,36.4,6.6,3,31.7,2.131392745,27.5,35.9,6.7,3,311,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Sudbury and District HU,3561,adults aged 18+ years,1,females,3,2015-2018,23738,73227,32.4,2.0745,28.3,36.5,6.4,3,32.6,2.492831322,27.7,37.5,7.6,3,243,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Thunder Bay District HU,3562,adults aged 18+ years,1,females,3,2015-2018,19511,52356,37.3,2.3328,32.7,41.8,6.3,3,37,2.530414564,32.1,42,6.8,3,259,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Timiskaming HU,3563,adults aged 18+ years,1,females,3,2015-2018,5442,12320,44.2,4.0388,36.2,52.1,9.1,3,45,4.426690878,36.3,53.7,9.8,3,159,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Waterloo HU,3565,adults aged 18+ years,1,females,3,2015-2018,62025,198389,31.3,2.2149,26.9,35.6,7.1,3,31,2.053805097,26.9,35,6.6,3,330,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Wellington-Dufferin-Guelph HU,3566,adults aged 18+ years,1,females,3,2015-2018,29528,105931,27.9,2.1104,23.7,32,7.6,3,27.9,2.090047864,23.8,32,7.5,3,246,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Windsor-Essex County HU,3568,adults aged 18+ years,1,females,3,2015-2018,41088,148337,27.7,2.0528,23.7,31.7,7.4,3,27.4,2.122948809,23.3,31.6,7.7,3,276,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,York Regional HU,3570,adults aged 18+ years,1,females,3,2015-2018,71039,415971,17.1,1.7658,13.6,20.5,10.3,3,16.9,1.64298906,13.6,20.1,9.7,3,224,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,City of Toronto HU,3595,adults aged 18+ years,1,females,3,2015-2018,205390,1119020,18.4,1.2029,16,20.7,6.6,3,18.6,1.184014985,16.3,21,6.4,3,392,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Winnipeg RHA,4601,adults aged 18+ years,1,females,3,2015-2018,70013,271460,25.8,1.3132,23.2,28.4,5.1,3,26,1.327531262,23.4,28.6,5.1,3,448,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Prairie Mountain Health,4602,adults aged 18+ years,1,females,3,2015-2018,18562,56879,32.6,2.0816,28.6,36.7,6.4,3,32.6,2.056473046,28.6,36.6,6.3,3,319,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Interlake-Eastern Regional Health,4603,adults aged 18+ years,1,females,3,2015-2018,14084,40170,35.1,2.1357,30.9,39.3,6.1,3,33.8,2.319783309,29.2,38.3,6.9,3,287,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Northern RHA,4604,adults aged 18+ years,1,females,3,2015-2018,3664,9670,37.9,2.3312,33.3,42.5,6.2,3,38.1,2.547554532,33.1,43.1,6.7,3,208,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Southern Health,4605,adults aged 18+ years,1,females,3,2015-2018,18372,60937,30.1,2.2157,25.8,34.5,7.3,3,29.9,2.010063252,26,33.8,6.7,3,293,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Sun Country RHA,4701,adults aged 18+ years,1,females,3,2015-2018,5365,19475,27.5,2.4400,22.8,32.3,8.9,3,26.8,2.719387284,21.5,32.2,10.1,3,111,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Five Hills RHA,4702,adults aged 18+ years,1,females,3,2015-2018,6064,19194,31.6,2.4783,26.7,36.5,7.8,3,30,3.004973841,24.1,35.9,10,3,116,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Cypress RHA,4703,adults aged 18+ years,1,females,3,2015-2018,5634,15910,35.4,4.3444,26.9,43.9,12.3,3,32.5,3.741812667,25.1,39.8,11.5,3,122,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Regina Qu'Appelle RHA,4704,adults aged 18+ years,1,females,3,2015-2018,27732,100457,27.6,1.9403,23.8,31.4,7,3,27.7,2.054605718,23.7,31.7,7.4,3,191,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Sunrise RHA,4705,adults aged 18+ years,1,females,3,2015-2018,7911,19199,41.2,2.5732,36.2,46.3,6.2,3,40.2,3.592591537,33.2,47.3,8.9,3,142,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Saskatoon RHA,4706,adults aged 18+ years,1,females,3,2015-2018,36780,127927,28.8,2.2588,24.3,33.2,7.9,3,29.4,2.160312123,25.1,33.6,7.3,3,212,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Heartland RHA,4707,adults aged 18+ years,1,females,3,2015-2018,4123,13195,31.2,3.5062,24.4,38.1,11.2,3,29.3,3.110239729,23.2,35.4,10.6,3,93,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Kelsey Trail RHA,4708,adults aged 18+ years,1,females,3,2015-2018,4702,12982,36.2,3.5343,29.3,43.2,9.8,3,37.3,4.304778984,28.9,45.7,11.5,3,91,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Prince Albert Parkland RHA,4709,adults aged 18+ years,1,females,3,2015-2018,8159,23763,34.3,2.8651,28.7,40,8.3,3,33,2.92157733,27.2,38.7,8.9,3,129,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Prairie North RHA,4710,adults aged 18+ years,1,females,3,2015-2018,6358,22450,28.3,2.6323,23.2,33.5,9.3,3,28.3,2.989729087,22.5,34.2,10.6,3,115,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Mamawetan/Keewatin/Athabasca,4714,adults aged 18+ years,1,females,3,2015-2018,2182,4368,50,6.1595,37.9,62,12.3,3,44.4,4.444388071,35.7,53.1,10,3,78,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,South Zone,4831,adults aged 18+ years,1,females,3,2015-2018,34345,103162,33.3,1.8049,29.8,36.8,5.4,3,33.5,1.627720874,30.3,36.7,4.9,3,582,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Calgary Zone,4832,adults aged 18+ years,1,females,3,2015-2018,130552,585777,22.3,1.1964,19.9,24.6,5.4,3,22.4,1.063241792,20.3,24.5,4.7,3,758,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Central Zone,4833,adults aged 18+ years,1,females,3,2015-2018,52070,166673,31.2,1.3617,28.6,33.9,4.4,3,31,1.37876889,28.3,33.7,4.4,3,674,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Edmonton Zone,4834,adults aged 18+ years,1,females,3,2015-2018,123254,496503,24.8,1.0509,22.8,26.9,4.2,3,25.3,1.080047908,23.2,27.4,4.3,3,805,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,North Zone,4835,adults aged 18+ years,1,females,3,2015-2018,51442,141323,36.4,1.6404,33.2,39.6,4.5,3,36.2,1.67633566,32.9,39.5,4.6,3,636,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,East Kootenay HSDA,5911,adults aged 18+ years,1,females,3,2015-2018,7119,28080,25.4,2.5025,20.4,30.3,9.9,3,23.8,2.421693458,19.1,28.6,10.2,3,144,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Kootenay-Boundary HSDA,5912,adults aged 18+ years,1,females,3,2015-2018,7975,30189,26.4,2.6210,21.3,31.6,9.9,3,24.5,2.480456533,19.7,29.4,10.1,3,141,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Okanagan HSDA,5913,adults aged 18+ years,1,females,3,2015-2018,29941,136557,21.9,1.8068,18.4,25.5,8.2,3,21.2,1.850300048,17.5,24.8,8.7,3,236,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Thompson/Cariboo HSDA,5914,adults aged 18+ years,1,females,3,2015-2018,23649,80590,29.3,2.7003,24,34.6,9.2,3,27.8,2.071297434,23.8,31.9,7.5,3,235,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Fraser East HSDA,5921,adults aged 18+ years,1,females,3,2015-2018,27176,104054,26.1,2.2892,21.6,30.6,8.8,3,25.9,2.225719203,21.5,30.2,8.6,3,235,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Fraser North HSDA,5922,adults aged 18+ years,1,females,3,2015-2018,54502,251527,21.7,1.8897,18,25.4,8.7,3,21.6,1.887826835,17.9,25.3,8.7,3,224,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Fraser South HSDA,5923,adults aged 18+ years,1,females,3,2015-2018,68974,291035,23.7,1.6874,20.4,27,7.1,3,23.9,1.737021684,20.5,27.3,7.3,3,291,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Richmond HSDA,5931,adults aged 18+ years,1,females,3,2015-2018,8272,84795,9.8,1.2866,7.2,12.3,13.2,3,9.4,1.323443053,6.8,12,14.1,3,89,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Vancouver HSDA,5932,adults aged 18+ years,1,females,3,2015-2018,29770,268173,11.1,1.2407,8.7,13.5,11.2,3,11.7,1.32719574,9.1,14.3,11.3,3,136,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,North Shore/Coast Garibaldi HSDA,5933,adults aged 18+ years,1,females,3,2015-2018,14783,104822,14.1,2.3972,9.4,18.8,17,2,13.7,1.893558317,10,17.5,13.8,3,134,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,South Vancouver Island HSDA,5941,adults aged 18+ years,1,females,3,2015-2018,28155,152554,18.5,1.8492,14.8,22.1,10,3,18.5,1.912733725,14.8,22.2,10.3,3,188,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Central Vancouver Island HSDA,5942,adults aged 18+ years,1,females,3,2015-2018,24059,101739,23.6,1.8396,20,27.3,7.8,3,23.6,2.366631341,19,28.3,10,3,209,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,North Vancouver Island HSDA,5943,adults aged 18+ years,1,females,3,2015-2018,13313,45272,29.4,2.5061,24.5,34.3,8.5,3,27.3,2.358778182,22.7,32,8.6,3,200,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Northwest HSDA,5951,adults aged 18+ years,1,females,3,2015-2018,6843,21396,32,2.5281,27,36.9,7.9,3,32.2,2.637334685,27,37.4,8.2,3,177,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Northern Interior HSDA,5952,adults aged 18+ years,1,females,3,2015-2018,14823,47320,31.3,2.4365,26.5,36.1,7.8,3,32.3,2.418409369,27.6,37,7.5,3,222,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Northeast HSDA,5953,adults aged 18+ years,1,females,3,2015-2018,8235,21678,38,3.5372,31,44.9,9.3,3,37.5,2.886535923,31.8,43.2,7.7,3,194,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,YUKON,6001,adults aged 18+ years,1,females,3,2015-2018,4425.83,13190.55,33.6,3.4554,26.8,40.3,10.3,3,33.4,3.245421084,27,39.8,9.7,3,119,1
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,NORTHWEST TERRITORIES,6101,adults aged 18+ years,1,females,3,2015-2018,5313.18,14111.69,37.7,2.9791,31.8,43.5,7.9,3,39.1,3.311343022,32.6,45.6,8.5,3,142,1
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,NUNAVUT,6201,adults aged 18+ years,1,females,3,2015-2018,3290.21,9094.32,36.2,4.4968,27.4,45,12.4,3,37,5.292068811,26.6,47.4,14.3,3,103,1
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Large Census Agglomerations,3,CANADA,0,adults aged 18+ years,1,both sexes,1,2015-2018,7018332,26529786,26.5,0.2410,26,26.9,0.9,3,26.3,0.2393232909,25.9,26.8,0.9,3,26847,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Large Census Agglomerations,3,St Johns (CMA),1,adults aged 18+ years,1,both sexes,1,2015-2018,58483,170443,34.3,1.5613,31.2,37.4,4.6,3,34.6,1.722897217,31.3,38,5,3,436,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Large Census Agglomerations,3,Corner Brook (CA),15,adults aged 18+ years,1,both sexes,1,2015-2018,9493,23091,41.1,2.8594,35.5,46.7,7,3,42.1,2.926732333,36.3,47.8,7,3,159,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Large Census Agglomerations,3,Charlottetown (CA),105,adults aged 18+ years,1,both sexes,1,2015-2018,16653,54008,30.8,1.4974,27.9,33.8,4.9,3,30.6,1.495871272,27.7,33.6,4.9,3,445,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Large Census Agglomerations,3,Summerside (CA),110,adults aged 18+ years,1,both sexes,1,2015-2018,4022,12857,31.3,2.9950,25.4,37.2,9.6,3,31.6,3.127497863,25.5,37.7,9.9,3,136,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Large Census Agglomerations,3,Halifax (CMA),205,adults aged 18+ years,1,both sexes,1,2015-2018,98186,323186,30.4,1.2529,27.9,32.8,4.1,3,30.5,1.173401346,28.2,32.8,3.8,3,694,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Large Census Agglomerations,3,Truro (CA),215,adults aged 18+ years,1,both sexes,1,2015-2018,12020,32060,37.5,2.6504,32.3,42.7,7.1,3,36.6,2.971570824,30.8,42.4,8.1,3,184,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Large Census Agglomerations,3,New Glasgow (CA),220,adults aged 18+ years,1,both sexes,1,2015-2018,9455,26757,35.3,2.7577,29.9,40.7,7.8,3,34.7,2.875431625,29.1,40.4,8.3,3,178,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Large Census Agglomerations,3,Cape Breton (CA),225,adults aged 18+ years,1,both sexes,1,2015-2018,29084,70733,41.1,2.3420,36.5,45.7,5.7,3,41.9,2.377506599,37.2,46.5,5.7,3,428,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Large Census Agglomerations,3,Moncton (CMA),305,adults aged 18+ years,1,both sexes,1,2015-2018,41469,113517,36.5,2.0087,32.6,40.5,5.5,3,35.9,2.027329364,31.9,39.9,5.6,3,281,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Large Census Agglomerations,3,Saint John (CMA),310,adults aged 18+ years,1,both sexes,1,2015-2018,35873,93480,38.4,2.5800,33.3,43.4,6.7,3,37.2,2.036745116,33.2,41.2,5.5,3,284,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Large Census Agglomerations,3,Fredericton (CA),320,adults aged 18+ years,1,both sexes,1,2015-2018,27806,79132,35.1,2.5717,30.1,40.2,7.3,3,35.3,2.600679885,30.2,40.4,7.4,3,220,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Large Census Agglomerations,3,Bathurst (CA),328,adults aged 18+ years,1,both sexes,1,2015-2018,7429,23166,32.1,2.7722,26.6,37.5,8.6,3,31,3.239715099,24.6,37.3,10.5,3,106,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Large Census Agglomerations,3,Miramichi (CA),329,adults aged 18+ years,1,both sexes,1,2015-2018,9375,22341,42,3.3716,35.3,48.6,8,3,44,3.231960623,37.6,50.3,7.3,3,194,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Large Census Agglomerations,3,Campbellton (CA),330,adults aged 18+ years,1,both sexes,1,2015-2018,5424,13862,39.1,4.2974,30.7,47.6,11,3,38.9,3.984433025,31.1,46.7,10.2,3,135,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Large Census Agglomerations,3,Edmundston (CA),335,adults aged 18+ years,1,both sexes,1,2015-2018,7077,19164,36.9,3.4221,30.2,43.6,9.3,3,34.2,3.934157693,26.5,41.9,11.5,3,112,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Large Census Agglomerations,3,Rimouski (CA),404,adults aged 18+ years,1,both sexes,1,2015-2018,10101,43007,23.5,3.1157,17.4,29.6,13.3,3,23.6,2.605145088,18.5,28.7,11,3,142,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Large Census Agglomerations,3,Baie-Comeau (CA),406,adults aged 18+ years,1,both sexes,1,2015-2018,8129,23654,34.4,2.2202,30,38.7,6.5,3,34.3,2.500586155,29.4,39.2,7.3,3,226,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Large Census Agglomerations,3,Saguenay (CMA),408,adults aged 18+ years,1,both sexes,1,2015-2018,29553,124737,23.7,1.5593,20.6,26.8,6.6,3,23.5,1.646175354,20.3,26.7,7,3,347,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Large Census Agglomerations,3,Sept-Îles (CA),412,adults aged 18+ years,1,both sexes,1,2015-2018,7431,21364,34.8,3.4539,28,41.6,9.9,3,34.2,3.071246264,28.2,40.3,9,3,197,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Large Census Agglomerations,3,Québec (CMA),421,adults aged 18+ years,1,both sexes,1,2015-2018,141160,643978,21.9,0.8851,20.2,23.7,4,3,21.9,0.954460123,20,23.7,4.4,3,848,
